publication_id	original_title	publication_year	publisher	parse_method	recommended_container_title	recommended_volume	recommended_issue	recommended_publication_type	confidence	notes
publication:bencom:17a2240ebe07b8b6	税経通信 2025年6月号	2025	税務経理協会	monthly_issue	税経通信		2025年6月号	journal_issue	high	
publication:bencom:1c3807d056debf8e	税経通信 2025年7月号	2025	税務経理協会	monthly_issue	税経通信		2025年7月号	journal_issue	high	
publication:bencom:0896e5393b2d620b	税経通信 2025年8月号	2025	税務経理協会	monthly_issue	税経通信		2025年8月号	journal_issue	high	
publication:bencom:08380438f7f79cc9	税経通信 2025年9月号	2025	税務経理協会	monthly_issue	税経通信		2025年9月号	journal_issue	high	
publication:bencom:24716803cec0d078	警察学論集2025年10月号	2025	立花書房	monthly_issue	警察学論集		2025年10月号	journal_issue	high	
publication:bencom:83fd2f259646bce3	警察学論集2025年4月号	2025	立花書房	monthly_issue	警察学論集		2025年4月号	journal_issue	high	
publication:bencom:d3f3184ec2a84961	警察学論集2025年5月号	2025	立花書房	monthly_issue	警察学論集		2025年5月号	journal_issue	high	
publication:bencom:22b344ac5879c434	警察学論集2025年6月号	2025	立花書房	monthly_issue	警察学論集		2025年6月号	journal_issue	high	
publication:bencom:1dae0989ac152b94	警察学論集2025年7月号	2025	立花書房	monthly_issue	警察学論集		2025年7月号	journal_issue	high	
publication:bencom:11a15dc3d2057b0f	警察学論集2025年8月号	2025	立花書房	monthly_issue	警察学論集		2025年8月号	journal_issue	high	
publication:bencom:a7cf680e4a995e56	警察学論集2025年9月号	2025	立花書房	monthly_issue	警察学論集		2025年9月号	journal_issue	high	
publication:bencom:24ba553087c87d0f	交通事故民事裁判例集 第50巻 第1号	2018	ぎょうせい	vol_issue	交通事故民事裁判例集	50	1	journal_issue	high	
publication:bencom:3776cfa480236da0	交通事故民事裁判例集 第50巻 第2号	2018	ぎょうせい	vol_issue	交通事故民事裁判例集	50	2	journal_issue	high	
publication:bencom:ee9e929aff38bf2f	交通事故民事裁判例集 第50巻 第3号	2018	ぎょうせい	vol_issue	交通事故民事裁判例集	50	3	journal_issue	high	
publication:bencom:d5298eb3e91190b2	交通事故民事裁判例集 第50巻 第4号	2018	ぎょうせい	vol_issue	交通事故民事裁判例集	50	4	journal_issue	high	
publication:bencom:7e4828b572bc818f	交通事故民事裁判例集 第50巻 第5号	2018	ぎょうせい	vol_issue	交通事故民事裁判例集	50	5	journal_issue	high	
publication:bencom:d928c6992b4f9e49	交通事故民事裁判例集 第50巻 第6号	2019	ぎょうせい	vol_issue	交通事故民事裁判例集	50	6	journal_issue	high	
publication:bencom:df204150c463c969	交通事故民事裁判例集 第50巻 索引・解説号	2020	ぎょうせい	vol_issue	交通事故民事裁判例集	50	索引・解説	journal_issue	high	
publication:bencom:2a196cd0bdb03878	交通事故民事裁判例集 第51巻 第1号	2019	ぎょうせい	vol_issue	交通事故民事裁判例集	51	1	journal_issue	high	
publication:bencom:88f17b8ba46eb076	交通事故民事裁判例集 第51巻 第2号	2019	ぎょうせい	vol_issue	交通事故民事裁判例集	51	2	journal_issue	high	
publication:bencom:95a84c4677407d07	交通事故民事裁判例集 第51巻 第3号	2019	ぎょうせい	vol_issue	交通事故民事裁判例集	51	3	journal_issue	high	
publication:bencom:fdbc7806bf67efdc	交通事故民事裁判例集 第51巻 第4号	2019	ぎょうせい	vol_issue	交通事故民事裁判例集	51	4	journal_issue	high	
publication:bencom:3b39bd208efefb37	交通事故民事裁判例集 第51巻 第5号	2019	ぎょうせい	vol_issue	交通事故民事裁判例集	51	5	journal_issue	high	
publication:bencom:6062fd42af096a94	交通事故民事裁判例集 第51巻 第6号	2020	ぎょうせい	vol_issue	交通事故民事裁判例集	51	6	journal_issue	high	
publication:bencom:66ea230e3a9f7daa	交通事故民事裁判例集 第51巻 索引・解説号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	51	索引・解説	journal_issue	high	
publication:bencom:7e285cf0f9436a76	交通事故民事裁判例集 第52巻 第1号	2020	ぎょうせい	vol_issue	交通事故民事裁判例集	52	1	journal_issue	high	
publication:bencom:d82394483f409e43	交通事故民事裁判例集 第52巻 第2号	2020	ぎょうせい	vol_issue	交通事故民事裁判例集	52	2	journal_issue	high	
publication:bencom:2949db8b02d50027	交通事故民事裁判例集 第52巻 第3号	2020	ぎょうせい	vol_issue	交通事故民事裁判例集	52	3	journal_issue	high	
publication:bencom:f8c58714443930d9	交通事故民事裁判例集 第52巻 第4号	2020	ぎょうせい	vol_issue	交通事故民事裁判例集	52	4	journal_issue	high	
publication:bencom:b43620b5b1ac4d5e	交通事故民事裁判例集 第52巻 第5号	2020	ぎょうせい	vol_issue	交通事故民事裁判例集	52	5	journal_issue	high	
publication:bencom:31afd1f301c72592	交通事故民事裁判例集 第52巻 第6号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	52	6	journal_issue	high	
publication:bencom:d9bbb7deea93c5fc	交通事故民事裁判例集 第52巻 索引・解説号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	52	索引・解説	journal_issue	high	
publication:bencom:ee86ad50b28b632f	交通事故民事裁判例集 第53巻 第1号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	53	1	journal_issue	high	
publication:bencom:04f44f508f4fdaac	交通事故民事裁判例集 第53巻 第2号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	53	2	journal_issue	high	
publication:bencom:4a16012e4d7036ff	交通事故民事裁判例集 第53巻 第3号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	53	3	journal_issue	high	
publication:bencom:e820d7314446380e	交通事故民事裁判例集 第53巻 第4号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	53	4	journal_issue	high	
publication:bencom:973459a8a83c5ff8	交通事故民事裁判例集 第53巻 第5号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	53	5	journal_issue	high	
publication:bencom:8c60c3c5f63832c5	交通事故民事裁判例集 第53巻 第6号	2021	ぎょうせい	vol_issue	交通事故民事裁判例集	53	6	journal_issue	high	
publication:bencom:10b0526edbb1f2cd	交通事故民事裁判例集 第53巻 索引・解説号	2022	ぎょうせい	vol_issue	交通事故民事裁判例集	53	索引・解説	journal_issue	high	
publication:bencom:6fa86902d7432c4f	交通事故民事裁判例集 第54巻 第1号	2022	ぎょうせい	vol_issue	交通事故民事裁判例集	54	1	journal_issue	high	
publication:bencom:6ce1af2c4b2a0955	交通事故民事裁判例集 第54巻 第2号	2022	ぎょうせい	vol_issue	交通事故民事裁判例集	54	2	journal_issue	high	
publication:bencom:a451bfae1450aff7	交通事故民事裁判例集 第54巻 第3号	2022	ぎょうせい	vol_issue	交通事故民事裁判例集	54	3	journal_issue	high	
publication:bencom:09601295ab41b4e2	交通事故民事裁判例集 第54巻 第4号	2022	ぎょうせい	vol_issue	交通事故民事裁判例集	54	4	journal_issue	high	
publication:bencom:6f0d3ac92b8d04b1	交通事故民事裁判例集 第54巻 第5号	2022	ぎょうせい	vol_issue	交通事故民事裁判例集	54	5	journal_issue	high	
publication:bencom:dcd97c3a4dd375af	交通事故民事裁判例集 第54巻 第6号	2023	ぎょうせい	vol_issue	交通事故民事裁判例集	54	6	journal_issue	high	
publication:bencom:599c0d18347f9122	交通事故民事裁判例集 第54巻 索引・解説号	2023	ぎょうせい	vol_issue	交通事故民事裁判例集	54	索引・解説	journal_issue	high	
publication:bencom:07af30ba8fbbc732	交通事故民事裁判例集 第55巻 第1号	2023	ぎょうせい	vol_issue	交通事故民事裁判例集	55	1	journal_issue	high	
publication:bencom:a1c4566393b746f6	交通事故民事裁判例集 第55巻 第2号	2023	ぎょうせい	vol_issue	交通事故民事裁判例集	55	2	journal_issue	high	
publication:bencom:61d98d7ad66892e1	交通事故民事裁判例集 第55巻 第3号	2023	ぎょうせい	vol_issue	交通事故民事裁判例集	55	3	journal_issue	high	
publication:bencom:610154093ecd1ce2	交通事故民事裁判例集 第55巻 第4号	2023	ぎょうせい	vol_issue	交通事故民事裁判例集	55	4	journal_issue	high	
publication:bencom:7900af20b280af4d	交通事故民事裁判例集 第55巻 第5号	2023	ぎょうせい	vol_issue	交通事故民事裁判例集	55	5	journal_issue	high	
publication:bencom:0d922654bb41446c	交通事故民事裁判例集 第55巻 第6号	2024	ぎょうせい	vol_issue	交通事故民事裁判例集	55	6	journal_issue	high	
publication:bencom:fcb368a51974e507	交通事故民事裁判例集 第55巻 索引・解説号	2024	ぎょうせい	vol_issue	交通事故民事裁判例集	55	索引・解説	journal_issue	high	
publication:bencom:5c6b3359b0bca666	交通事故民事裁判例集 第56巻 第1号	2024	ぎょうせい	vol_issue	交通事故民事裁判例集	56	1	journal_issue	high	
publication:bencom:8c80777154a82cd7	交通事故民事裁判例集 第56巻 第2号	2024	ぎょうせい	vol_issue	交通事故民事裁判例集	56	2	journal_issue	high	
publication:bencom:479e05bd6591efe3	交通事故民事裁判例集 第56巻 第3号	2024	ぎょうせい	vol_issue	交通事故民事裁判例集	56	3	journal_issue	high	
publication:bencom:23edd73cbde3cc5a	交通事故民事裁判例集 第56巻 第4号	2024	ぎょうせい	vol_issue	交通事故民事裁判例集	56	4	journal_issue	high	
publication:bencom:9f56d79e1a0da26c	交通事故民事裁判例集 第56巻 第5号	2024	ぎょうせい	vol_issue	交通事故民事裁判例集	56	5	journal_issue	high	
publication:bencom:ca230c0a6363c8a2	交通事故民事裁判例集 第56巻 第6号	2025	ぎょうせい	vol_issue	交通事故民事裁判例集	56	6	journal_issue	high	
publication:bencom:6d483c8213715a2a	季刊刑事弁護120号	2024	現代人文社	bare_num	季刊刑事弁護		120号	journal_issue	high	
publication:bencom:56a89c595940335b	季刊刑事弁護121号	2025	現代人文社	bare_num	季刊刑事弁護		121号	journal_issue	high	
publication:bencom:1e3e1b3a39631c54	季刊刑事弁護122号	2025	現代人文社	bare_num	季刊刑事弁護		122号	journal_issue	high	
publication:bencom:5eef09052690ff83	法と哲学 創刊第1号	2015	信山社	seq_issue	法と哲学		1	journal_issue	high	
publication:bencom:dcfecceafd20bbfe	法と哲学 第2号	2016	信山社	seq_issue	法と哲学		2	journal_issue	high	
publication:bencom:348bae59fdfaf0ef	法と哲学 第3号	2017	信山社	seq_issue	法と哲学		3	journal_issue	high	
publication:bencom:3215ddd3bba67b26	法と哲学 第4号	2018	信山社	seq_issue	法と哲学		4	journal_issue	high	
publication:bencom:2a37a5823dbce41f	法と哲学 第5号	2019	信山社	seq_issue	法と哲学		5	journal_issue	high	
publication:bencom:f130e62e023695ab	法と哲学 第6号	2020	信山社	seq_issue	法と哲学		6	journal_issue	high	
publication:bencom:ee37427c2e197c5c	法と哲学 第7号	2021	信山社	seq_issue	法と哲学		7	journal_issue	high	
publication:bencom:2511e39d061b9389	法と哲学 第8号	2022	信山社	seq_issue	法と哲学		8	journal_issue	high	
publication:bencom:0b3b441ee59a849b	法と哲学 第9号	2023	信山社	seq_issue	法と哲学		9	journal_issue	high	
publication:bencom:c0e68e45415479c6	週刊東洋経済 2022年11月5日号	2022	東洋経済新報社	weekly	週刊東洋経済		2022年11月5日号	journal_issue	high	
publication:bencom:e2385e22b77a719d	週刊東洋経済 2023年9月9日号	2023	東洋経済新報社	weekly	週刊東洋経済		2023年9月9日号	journal_issue	high	
publication:bencom:154b3418cd9afaba	「逃げ得」を許さない交通事件捜査〔第2版〕	2011	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:718788a090ffd0a0	【創刊800号記念】時をかける判例	2021	日本評論社	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:f79c6ad32720ae6f	2016年改正刑事訴訟法・通信傍受法条文解析	2017	日本評論社	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:16b728fcff9ef3cd	Law & Technology107号 「《座談会》知的財産制度改革20年の歩みと今後の展望」特別公開版	2025	民事法研究会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:300dc818f0a3c5ca	Q&A 実例 交通事件捜査における現場の疑問〔第2版〕	2017	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:85e7f4d00da128fc	Q&A 実例 取調べの実際	2011	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:d2015d6bc8321b37	Ｑ＆Ａ 実務家のための暗号資産入門	2020	新日本法規出版	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:4bac553d2fb93dc9	サイバー捜査・デジタルフォレンジック実務ハンドブック	2022	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:520aa454522bf3f2	ストーカー規制法ハンドブック	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ac3796388ce6b4ca	そのまま使えるモデル英文契約書シリーズ OEM（委託者側）製品製造供給契約書【輸入用】	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:dfbe466225955423	そのまま使えるモデル英文契約書シリーズ OEM（製造者側）製品製造供給契約書【輸出用】	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ef1d57ed27b134e8	そのまま使えるモデル英文契約書シリーズ 合弁契約書	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ad92b1cb1637c67a	そのまま使えるモデル英文契約書シリーズ 委託加工契約書	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:f92225436e466535	そのまま使えるモデル英文契約書シリーズ 委託販売契約書	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:42246272238623fc	そのまま使えるモデル英文契約書シリーズ 実施許諾契約書【許諾者用】	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:612971bef09240f9	そのまま使えるモデル英文契約書シリーズ 技術ライセンス契約書【中国語版付】	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:fa3b5310045d8f94	そのまま使えるモデル英文契約書シリーズ 総代理店契約書【輸入用】	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:cbd9f74e656eb067	そのまま使えるモデル英文契約書シリーズ 総代理店契約書【輸出用】	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ada3057d7e7c6c28	そのまま使えるモデル英文契約書シリーズ 購入基本契約書	2020	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:49515318f6442ab1	マネー・ローンダリング罪 捜査のすべて〔第3版〕	2023	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:2c06bedf2df7c4c8	モデル英文契約書 機械輸入契約	2025	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:596f1a3382158652	モデル英文契約書 機械輸出契約	2025	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:734493f07898e978	不当要求等対処ハンドブック	2017	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:bc1578f66c62cb04	事業者必携 訪問販売・通信販売など活用自在！ 最新 特定商取引法と消費者契約の実践法律知識	2021	三修社	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:fbacabf6b77e2c31	交通事故実況見分調書作成実務必携	2023	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:98cc867b1cf6cd56	刑事事実認定重要判決50選(上)〔第2版〕	2013	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:a51ea936ea8f975a	刑事事実認定重要判決50選(下)〔第2版〕	2013	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:aaf21fe1b44647d5	刑事事実認定重要判決50選〔第3版〕上巻	2020	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ce1be9aa421473cb	刑事事実認定重要判決50選〔第3版〕下巻	2020	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:1330b9c8fd7f810a	刑事実体法演習	2015	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:739542c17d2e3560	刑事手続法の論点	2019	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:f6dbd124d97679e3	刑事訴訟法〔第5版〕	2015	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:7955ce01cf0bd70e	刑法〔第4版〕	2015	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:2876826ea825331e	判例講座 刑事訴訟法〔公訴提起・公判・裁判・上訴篇〕〔第2版〕	2023	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:baa3197a2379adce	判例講座 刑事訴訟法〔捜査・証拠篇〕〔第2版〕	2021	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:0c990b952a49a1a4	判例講座刑法総論	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ec3ee5ac6afd968c	労働事件事実認定重要判決50選	2017	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:063afb68dbbccd6f	取調べハンドブック	2019	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:78a96d0ec01b3c84	国際テロリズム分析ハンドブック	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:a119667581bf9bda	地域・刑事実況見分調書作成実務必携	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:6893e4cf94f3e395	外事犯罪捜査ハンドブック〔第3版〕	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:a678b22c47427c1a	実務のための警察行政法	2011	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:d9a26f89f26e44bf	実務のための財産犯講座	2010	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:5309f4f885a91f54	実施許諾契約書【被許諾者用】	2022	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:58d254c92d3cc5d1	実践 財務捜査	2016	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:e534f63b4b8d39aa	実践志向の捜査実務講座 特別刑事法犯の理論と捜査［1］	2010	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:6ddc4fe6bfad77ff	実践志向の捜査実務講座 特別刑事法犯の理論と捜査［2］	2014	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:987f672b0e539856	実践的刑事事実認定と情況証拠〔第4版〕	2020	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:9771b7b95764d9a3	家事事件重要判決50選	2012	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:197bcb5d8c452a7a	少年事件重要判決50選	2010	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:4e6d4ed3d1f4bfb2	少年警察ハンドブック〔第2版〕	2023	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:bce486863b283ea3	広域技能指導官への道	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:87bc13eeadd890fa	廃棄物・リサイクル・その他環境事犯捜査実務ハンドブック〔第2版〕	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:119a3e8dd5bb606c	必携 交通事件重要判例要旨集〔第3版〕	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:2c7a69a940bec811	必携 自動車事故・危険運転重要判例要旨集〔第3版〕	2022	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:bc1fb58442420607	性犯罪に対する処罰規定の改正等について	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:92c2ef4d9b9779e7	性犯罪捜査全書	2021	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:fe926dbb39648c03	悩める現場の誌上事件相談室 検事！ この事件、どうすればいいですか？(上)	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:55016edb71d4edac	悩める現場の誌上事件相談室 検事！ この事件、どうすればいいですか？(下)	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:152cff65d21973ec	悩める現場の誌上事件相談室 検事！ この事件、どうすればいいですか？(中)	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ea930fd65c5e8273	憲法逐条注解〔第2版〕	2022	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:533b19077e915726	捜査・公判のための実務用語・略語・隠語辞典	2011	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:1112c773ad7c57e9	改正資金決済法対応 仮想通貨はこう変わる‼ 暗号資産の法律・税務・会計	2019	ぎょうせい	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:5c6b0397fd2574ce	新 事件送致書類作成要領〔第2版〕	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:482a51b9e4fd45f0	新 刑法犯・特別法犯 犯罪事実記載要領〔改訂第6版〕	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:68cd537e2bf498df	新時代における刑事実務	2017	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:b61e4a18e2f3d6a8	新訂 警察実務家による「刑事学」講義ノート	2010	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:cf4228275b2f55db	条文あてはめ刑法	2019	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:3f29e77046711ced	条文でつなぐ警察と検察(上)	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ad6ede0e64033ed7	条文でつなぐ警察と検察(下)	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:b896dce6b0381b0b	条文でつなぐ警察と検察(中)	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:8834b0a90088398e	植村立郎判事退官記念論文集 第一巻	2011	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:9ed05a6cce46b22b	植村立郎判事退官記念論文集 第三巻	2011	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:f3ea0201808d0c38	植村立郎判事退官記念論文集 第二巻	2011	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:0bbb2fad4d7ea24c	検事の仕事	2013	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:2ca53aaaf60215c9	検察官から見た警察捜査のポイント	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:6d1d80363d67152a	業務上過失事件捜査実務必携	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:ef5ede8a2470f87c	殺傷犯捜査全書	2018	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:cc53bc4524973c48	民事事実認定重要判決50選	2015	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:dd447f932b33b712	注釈銃砲刀剣類所持等取締法〔第3版〕	2022	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:53c7ced12ad5669c	注釈風俗営業法	2022	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:c618eed507b3ae04	犯罪収益規制と財産回復	2010	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:dd1c7b1c68c3360b	現場警察幹部のための判例・裁判例の実務的検討～傷害編～	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:a8701b85c68a7d40	現場警察幹部のための判例・裁判例の実務的検討～暴行編～	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:c983db42b8eb7e56	番号法の逐条解説〔第2版〕	2016	有斐閣	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:66b459b32e24b681	盗犯捜査全書	2016	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:c7a1edae5e94f2f3	秘密保持契約書・共同開発契約書 第二版	2022	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:1c7e6b9ac015ec3f	組織的犯罪処罰法ハンドブック	2019	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:7764b09e8e8d178b	総代理店契約書【輸入用】 第二版	2024	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:cdfac0393fdcd4a7	総代理店契約書【輸出用】 第二版	2024	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:50efa237261a725f	規範あてはめ刑事訴訟法	2021	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:bf5202d2b115f150	警察官のためのデジタル・フォレンジック捜査入門	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:c13a5a2a154560d1	警察官のためのわかりやすい刑事訴訟法〔第2版〕	2019	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:606d0f5232f506d7	警察官のためのわかりやすい刑法〔第2版〕	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:5f1397721d0f2e6b	警察官のための剣道	2012	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:4ca6c75507e796df	警察官のための死体の取扱い実務ハンドブック	2022	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:333895cd8e6f7b9a	警察実務重要裁判例 令和6年版	2024	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:124889fb14e0b72a	警察教養のこころ	2015	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:55d52cd4e19696c1	販売基本契約書 第二版	2022	日本商事仲裁協会	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:29835fcc6ce3a91a	責任能力をめぐる捜査上の諸問題	2025	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:b089951b2b90203e	過失犯 犯罪事実記載要領〔第2版〕	2019	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:c1220c8c4412a9a5	風俗事犯捜査ハンドブック	2023	立花書房	unmatched				book	medium	misclassified_as_journal_issue
publication:bencom:cf3253af6b757aea	風俗営業法判例集〔改訂版〕	2016	立花書房	unmatched				book	medium	misclassified_as_journal_issue
