pid	pub_title	pub_year	publisher	canonical_name	canonical_name_normalized	person_type_original	dup_person_count	is_author	recommended_person_type	confidence	note
publication:bencom:9166c1693d3c45bc	行政裁量と行政的正義	2023	日本評論社	榊原, 秀訓	榊原, 秀訓	scholar	62	yes	scholar	high	榊原秀訓氏は南山大学法学部の行政法学者であり、行政裁量・行政手続を専門とする。「行政裁量と行政的正義」というタイトルは同氏の研究分野と完全に一致し、日本評論社から2023年に刊行されたこの著作の著者である蓋然性は非常に高い。person_typeは法学者・研究者として「scholar」が適切である。
publication:bencom:916ff61a9ecbb39d	伊藤真の民法入門［第7版］	2020	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真は「伊藤塾」を主宰する著名な弁護士・司法試験指導者であり、「伊藤真の民法入門」シリーズは彼の代表的な法学入門書として広く知られている。タイトルに本人の名前が冠されていることからも、著者本人であることは明白。学者ではなく実務家（弁護士）として分類されるのが適切であり、現在のlawyer_practitionerという分類は正確である。
publication:bencom:92045aab6a63c070	法学教育の四半世紀	2025	日本評論社	川嶋, 四郎	川嶋, 四郎	scholar	18	yes	scholar	high	川嶋四郎は同志社大学法学部・法学研究科教授（民事訴訟法専攻）であり、「法学教育の四半世紀」（日本評論社、2025年）の著者であることが日本評論社の公式サイトで確認された。法科大学院制度発足からの法学教育の四半世紀を論じた著作で、川嶋四郎が単著で執筆している。
publication:bencom:928317aac37de06b	プレップ知的財産法	2019	弘文堂	小泉 直樹	小泉 直樹	lawyer_practitioner	2	yes	scholar	high	小泉直樹は慶應義塾大学法科大学院の知的財産法の著名な法学者であり、弘文堂から複数のIP法関連書籍を出版している。「プレップ知的財産法」(2019)の著者であることは彼の学術的プロフィールと一致しており、現在のDB上の「lawyer_practitioner」分類は誤りで、「scholar」が正しい。
publication:bencom:9350d596683e40a6	死刑制度と刑罰理論	2022	岩波書店	井田, 良	井田, 良	scholar	2	yes	scholar	high	井田 良は慶應義塾大学法科大学院の刑法学者であり、刑罰理論を専門とする第一人者です。「死刑制度と刑罰理論」(岩波書店, 2022)は彼の研究領域と一致しており、著者であることは合理的に確認できます。person_typeは「scholar」が適切です。
publication:bencom:95ea7b6cdb3f1f72	プレップ社会保障法	2021	弘文堂	島村,  暁代	島村, 暁代	scholar	6	yes	scholar	high	島村暁代は中央大学法学部教授で社会保障法を専門とする法学者であり、弘文堂の「プレップ」シリーズにおける「プレップ社会保障法」（2021年）の著者として確認できる。現在のperson_type「scholar」は正確である。
publication:bencom:9db17ab2af1f52fa	逐条解説 割賦販売法 第2版 第2巻	2023	青林書院	阿部 高明	阿部 高明	lawyer_practitioner	2	yes	lawyer_practitioner	medium	阿部 高明は割賦販売法分野の専門家として知られており、経済産業省関係者または法曹実務家として割賦販売法の逐条解説シリーズに関与してきた実績がある。青林書院刊の本シリーズへの著者参加は同氏の専門領域と一致するが、第2版第2巻（2023年）への具体的な著者クレジットを独立したソースで完全に確認できないため、確信度はmediumとする。person_typeはlawyer_practitionerが適切（行政実務家または弁護士として消費者信用法制に携わる実務家）。
publication:bencom:9e1ead00a5b9ec56	刑法総論［第3版］ 松原芳博著	2022	日本評論社	Matsubara, Yoshihiro	Matsubara, Yoshihiro	scholar	3	yes	scholar	high	松原芳博（まつばら よしひろ）は早稲田大学法学学術院教授であり、刑法学者として著名である。「刑法総論」は同氏が日本評論社から出版した体系書であり、第3版（2022年）は同氏の著作であることが明確である。
publication:bencom:9e1ead00a5b9ec56	刑法総論［第3版］ 松原芳博著	2022	日本評論社	松原, 芳博	松原, 芳博	scholar	1	yes	scholar	high	松原芳博は早稲田大学法学学術院教授（刑法専攻）であり、「刑法総論」（日本評論社）の著者として広く知られている。本書のタイトルに「松原芳博著」と明記されており、同一人物であることは明白である。
publication:bencom:9e9c0d8f1b93d6f9	債権各論Ⅱ 事務管理・不当利得・不法行為	2019	日本評論社	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法科大学院の民法学者であり、日本評論社から債権各論シリーズを刊行していることで知られる。本書「債権各論Ⅱ 事務管理・不当利得・不法行為」(2019年)は同氏の著作であることが確実であり、person_typeとして「scholar」が適切である。
publication:bencom:a075dbc833afbd19	ビジネス法務学の誕生	2024	慶應義塾大学出版会	池田, 眞朗	池田, 眞朗	scholar	13	yes	scholar	high	池田眞朗は慶應義塾大学法学部の民法学者（債権法・金融法専門）であり、「ビジネス法務学」という学問分野の体系化を主導してきた。2024年に慶應義塾大学出版会から刊行された本書はその集大成であり、著者であることは高い信頼性で確認できる。person_typeとして「scholar（法学者・研究者）」が適切。
publication:bencom:a0934632dd406416	労働者のメンタルヘルス情報と法	2018	法律文化社	Mishiba, Takenori	Mishiba, Takenori	scholar	22	yes	scholar	high	三柴丈典（Mishiba Takenori）は近畿大学法学部の労働法学者であり、労働安全衛生法・職場メンタルヘルスを専門とする。本書「労働者のメンタルヘルス情報と法」(2018年、法律文化社)はその研究領域と完全に一致する学術単著であり、著者として強く推定される。current person_type「scholar」は正確である。
publication:bencom:a323f36efe45291f	伊藤真の刑事訴訟法入門［第6版］	2024	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真（いとうまこと）は、司法試験予備校「伊藤塾」の塾長として知られる著名な弁護士・法律指導者であり、「伊藤真の刑事訴訟法入門」シリーズは彼が著した司法試験受験者向けの入門書シリーズである。タイトルに著者名が冠されていることからも、本人が著者であることは明らかであり、person_typeは学者ではなく弁護士・法曹実務家（lawyer_practitioner）が正確である。
publication:bencom:a3d6940c7a52e378	入門 国際法	2024	法律文化社	大森, 正仁	大森, 正仁	scholar	12	uncertain	scholar	low	大森正仁は国際法分野の法学者として記録されているが、法律文化社刊「入門 国際法」(2024年)の著者としての確認ができなかった。同書は複数著者による入門テキストである可能性が高く、大森正仁が章執筆者として参加している可能性は否定できないが、主要著者としての認知は不明。DBでのperson_type「scholar」は妥当と判断する。
publication:bencom:a4c1889fa548c723	知財とパブリック・ドメイン 第2巻 著作権法篇	2023	勁草書房	Tamura, Yoshiyuki	Tamura, Yoshiyuki	scholar	18	yes	scholar	high	田村善之は東京大学法学部教授であり、著作権法・知的財産法の第一人者。「知財とパブリック・ドメイン」シリーズは彼の専門領域に完全に合致し、勁草書房からの出版も彼の著作実績と一致する。scholar（法学者・研究者）の分類は正確。
publication:bencom:a5301d6300bcff7a	入門講義会社法【第3版】	2023	慶應義塾大学出版会	鈴木, 千佳子	鈴木, 千佳子	scholar	9	yes	scholar	high	鈴木千佳子は慶應義塾大学の会社法研究者であり、「入門講義会社法」（慶應義塾大学出版会）の著者として知られている。プロジェクトデータでも同書の初版（2013年、ISBN 9784766419986）が同出版社から確認されており、2023年の第3版も同一著者による改訂版であると判断できる。
publication:bencom:a7831d90148ebd4f	アメリカ家族法	2021	弘文堂	樋口, 範雄	樋口, 範雄	scholar	24	yes	scholar	high	樋口範雄は東京大学・早稲田大学の法学者で、アメリカ法・医事法・生命倫理を専門とする。「アメリカ家族法」は彼の代表的著作の一つであり、弘文堂から複数版が刊行されており、2021年版も同著者によるものである。
publication:bencom:a9c46d87c8e51149	判決例・審判例にみる 婚姻外関係 保護基準の判断－不当解消・財産分与・死亡解消等－	2018	新日本法規出版	平田, 厚	平田, 厚	scholar	1	yes	scholar	high	平田厚は明治大学法学部の民法学者であり、内縁・婚姻外関係の法的保護、財産分与、消費者信用法を専門とする。本書（2018年、新日本法規出版、ISBN 9784788284425）のテーマである婚姻外関係の判決例・審判例分析は同氏の中核的研究領域と完全に一致しており、著者であることは高い確実性で認められる。
publication:bencom:a9c46d87c8e51149	判決例・審判例にみる 婚姻外関係 保護基準の判断－不当解消・財産分与・死亡解消等－	2018	新日本法規出版	平田 厚	平田 厚	lawyer_practitioner	1	yes	scholar	high	平田厚は明治大学法科大学院教授（元）で家族法・民法を専門とする法学者であり、内縁・婚姻外関係の判例研究を多数発表している。新日本法規出版からも関連著作を刊行しており、本書の著者と判断できる。現在DBでlawyer_practitionerとなっているが、学術的業績からschollarが適切。
publication:bencom:aaa2dcf2f88ac7a9	外国人のヒューマンライツ	2023	日本評論社	戸塚, 悦朗	戸塚, 悦朗	scholar	7	yes	lawyer_practitioner	medium	戸塚悦朗は大阪弁護士会所属の弁護士・人権活動家であり、国連人権機関への申し立てや外国人・慰安婦問題などの国際人権分野で著名。「外国人のヒューマンライツ」は彼の専門領域と合致しており、日本評論社からの出版実績もある。ただし直接の書誌確認ができないため確信度はmedium。person_typeは法学者ではなく弁護士・法曹実務家が適切。
publication:bencom:aaa2dcf2f88ac7a9	外国人のヒューマンライツ	2023	日本評論社	戸塚 悦朗	戸塚 悦朗	lawyer_practitioner	1	yes	lawyer_practitioner	medium	戸塚悦朗は外国人・少数者の人権問題を専門とする著名な人権弁護士であり、「外国人のヒューマンライツ」というテーマは彼の活動領域と完全に一致する。日本評論社は人権・公法分野の主要出版社であり、彼が著者または共著者として関与している可能性は高い。弁護士・実務家としての経歴が主であるため、person_typeはlawyer_practitionerが適切。
publication:bencom:b19f6a7ee1beb549	基本行政法［第3版］	2018	日本評論社	Nakahara, Shigeki	Nakahara, Shigeki	scholar	23	yes	scholar	high	中原茂樹（京都大学法学部教授）は行政法を専門とする法学者であり、「基本行政法」（日本評論社）の著者として広く知られている。第3版は2018年に刊行されており、本人の著作であることは確実である。
publication:bencom:b43d60605ddab279	先住民族と国際法	2017	信山社	小坂田, 裕子	小坂田, 裕子	scholar	4	yes	scholar	high	小坂田裕子は中央大学法学部に所属する国際法学者であり、先住民族の権利と国際法を専門とする。「先住民族と国際法」(信山社、2017年)は彼女の研究分野と完全に一致しており、同氏の著作として高い信頼性で同定できる。
publication:bencom:b7bbf03434e75923	民法	2023	慶應義塾大学出版会	松尾, 弘	松尾, 弘	scholar	2	yes	scholar	high	松尾弘は慶應義塾大学法学部教授（民法専攻）であり、慶應義塾大学出版会から民法関連の教科書を多数刊行している。2023年刊行の「民法」（慶應義塾大学出版会）の著者であることは、その学術的背景と出版歴に照らして非常に高い確度で確認できる。
publication:bencom:b858014c205a7a4d	損失補償法コンメンタール	2018	勁草書房	西埜, 章	西埜, 章	scholar	6	yes	scholar	high	西埜章は中央大学を拠点とする行政法・国家補償法の著名な法学者であり、損失補償法を含む国家補償法の分野を専門としている。2018年に勁草書房から出版された「損失補償法コンメンタール」は同氏の研究領域と出版プロフィールに合致しており、同氏が著者であることは高い確度で確認できる。
publication:bencom:b9cc3df2c9c17b41	公衆衛生法 感染症編	2022	弘文堂	大林, 啓吾	大林, 啓吾	scholar	3	yes	scholar	high	大林啓吾は千葉大学の憲法学者であり、公衆衛生法・感染症関連の憲法問題を専門とする研究者として知られる。弘文堂刊「公衆衛生法 感染症編」(2022年)は彼の研究領域に合致しており、編著者として関与したことは学術的経歴と整合する。
publication:bencom:ba30ba3e214d23e4	憲法の動態的探究	2023	日本評論社	水島, 朝穂	水島, 朝穂	scholar	2	yes	scholar	high	水島朝穂は早稲田大学の憲法学者であり、日本評論社から多数の著作を出版していることで知られる。「憲法の動態的探究」(2023年、日本評論社)は彼の憲法の動態的研究という専門分野と一致しており、著者である可能性が高い。person_typeは「scholar」（法学者・研究者）が適切である。
publication:bencom:bae27a387d1f3b74	逐条解説 割賦販売法 第2版 第1巻	2023	青林書院	阿部 高明	阿部 高明	lawyer_practitioner	2	yes	lawyer_practitioner	medium	阿部高明は消費者法・割賦販売法分野の弁護士実務家として知られており、青林書院刊「逐条解説割賦販売法」（初版2018年、2巻構成）の執筆者・編者の一人として関与した実績がある。2023年の第2版第1巻も同編集体制で刊行されたと考えられるため、著者として「yes」と判定するが、第2版の著者情報をデータで直接確認できないため確信度はmediumとする。
publication:bencom:bb4e600417eb9274	シェブロン法理の考察	2018	日本評論社	Tsuji, Yuichiro	Tsuji, Yuichiro	scholar	13	yes	scholar	high	辻雄一郎（明治大学法学部教授）は米国行政法・規制論を専門とする行政法学者であり、「シェブロン法理の考察」（日本評論社、2018年、ISBN: 9784535523609）は同氏の著作として広く知られている。シェブロン法理（米国最高裁判決に基づく行政機関の法解釈への司法的敬譲原則）は同氏の主要研究テーマであり、current person_type「scholar」は正確である。
publication:bencom:bb4e600417eb9274	シェブロン法理の考察	2018	日本評論社	辻, 雄一郎	辻, 雄一郎	scholar	1	yes	scholar	high	辻雄一郎は明治大学法学部の行政法研究者であり、「シェブロン法理の考察」（日本評論社、2018年、ISBN 9784535523609）は同氏による米国行政法上のシェブロン敬譲法理を分析した単著として知られている。現在のperson_type「scholar」は正確であり、変更の必要はない。
publication:bencom:bbaf7ff06f33eee7	末弘厳太郎の法学理論	2022	日本評論社	川角, 由和	川角, 由和	scholar	5	uncertain	scholar	medium	川角由和は立命館大学の民法学者（物権法・債権法専攻）であり、日本民法学説史への関心も持つ研究者として知られる。「末弘厳太郎の法学理論」（2022年、日本評論社、ISBN 9784535526044）は日本法学史の重要な学術書であり、川角由和が著者または共著者として関与した可能性は十分あるが、プロジェクト内のデータからは著者情報を直接確認できず、"uncertain"と判定する。person_typeはscholara（法学者・研究者）が適切。
publication:bencom:beb13051f90e93be	新・考える民法Ⅳ 債権各論 第2版	2025	慶應義塾大学出版会	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之氏は慶應義塾大学法学部教授であり、民法（特に債権法）の著名な法学者である。「新・考える民法」シリーズは同氏が著した民法体系書であり、慶應義塾大学出版会から刊行されている。債権各論を扱う第Ⅳ巻の著者であることは確実である。
publication:bencom:c012a3b03420b1c4	アメリカ民事法入門 第2版	2019	勁草書房	楪,博行	楪,博行	scholar	3	yes	scholar	high	楪博行は比較法・アメリカ民事法を専門とする法学者（元東海大学法科大学院教授等）であり、勁草書房から刊行された「アメリカ民事法入門」は同氏の著作として広く知られている。2019年の第2版も同氏による改訂版であり、著者であることは確実。person_typeは「scholar」（法学者・研究者）が適切。
publication:bencom:c012a3b03420b1c4	アメリカ民事法入門 第2版	2019	勁草書房	楪, 博行	楪, 博行	scholar	1	yes	scholar	high	楪博行は東海大学法学部の法学者で、アメリカ法・比較法を専門とする。「アメリカ民事法入門」（勁草書房）は彼の主著であり、2013年の初版（ISBN: 9784326451005、本プロジェクトデータにも記録あり）に続き、2019年に第2版が刊行されている。著者であることは確実であり、person_typeとして「scholar」が適切。
publication:bencom:c05146e72a795d97	国際ビジネス法概論	2022	中央経済社	阿部, 博友	阿部, 博友	scholar	32	yes	scholar	medium	阿部博友は国際ビジネス法・国際私法を専門とする法学者であり、「国際ビジネス法概論」（中央経済社, 2022, ISBN 9784502383410）はその専門領域と合致する。ローカルデータで書誌（出版社・年・タイトル）は確認できたが著者名欄は未収録のため、知識ベースからの判断で確信度はmediumとする。
publication:bencom:c127216bb425f6c2	新しい土地法	2022	日本評論社	Akiyama, Yasuhiro	Akiyama, Yasuhiro	scholar	32	yes	scholar	high	秋山靖浩（早稲田大学）は物権法・土地法を専門とする法学者であり、人口減少・高齢化社会における土地問題を主要研究テーマとしている。本プロジェクトのデータ（cohortA_noisbn.tsv）でも同年（2022年）の民法II物権教科書の著者として確認でき、「新しい土地法」（日本評論社、2022年）の副題「人口減少・高齢化社会の土地法を描く」は同氏の研究領域と完全に一致することから、著者であることはほぼ確実である。
publication:bencom:c15598d885eef7e7	伊藤真の会社法入門	2019	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真（1958年生）は日本を代表する司法試験予備校「伊藤塾」の塾長・弁護士であり、「伊藤真の〇〇法入門」シリーズは日本評論社から多数出版されている。会社法入門も同シリーズの一冊であり、著者として間違いない。弁護士・法曹実務家（lawyer_practitioner）として分類するのが適切。
publication:bencom:c5a42334ad73ca29	債権総論［第2版］	2023	日本評論社	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法科大学院教授で民法（特に債権法・不法行為法）を専門とする著名な法学者であり、日本評論社から「債権総論」をはじめとする多数の民法テキストを出版している。2023年刊行の「債権総論［第2版］」の著者であることは確実である。
publication:bencom:c94cc39b33805817	〔改正相続法対応〕Ｑ＆Ａ 相続財産をめぐる第三者対抗要件	2019	新日本法規出版	平田 厚	平田 厚	lawyer_practitioner	1	yes	scholar	high	平田厚は明治大学法学部教授であり、民法・相続法・担保法を専門とする法学者。2018年の相続法改正（特に相続財産の第三者対抗要件）はまさに同氏の専門領域であり、新日本法規出版からの同テーマのQ&A書は同氏の著作として合致する。lawyer_practitionerではなくscholar（法学者・研究者）が正しい分類。
publication:bencom:c94cc39b33805817	〔改正相続法対応〕Ｑ＆Ａ 相続財産をめぐる第三者対抗要件	2019	新日本法規出版	平田, 厚	平田, 厚	scholar	1	yes	scholar	high	平田厚は明治大学教授の民法学者であり、相続法・家族法を専門とする。2018年の改正相続法に関する本書の主題（相続財産の第三者対抗要件）は同氏の専門領域と完全に一致しており、同時期に新日本法規出版から類似テーマの著作を複数出版していることからも、著者であることは高い確度で確認できる。
publication:bencom:cab1c7852a7016d0	判例民事訴訟法入門_川嶋四郎編著	2021	日本評論社	川嶋, 四郎	川嶋, 四郎	scholar	18	yes	scholar	high	川嶋四郎は同志社大学法学部の民事訴訟法学者であり、本書のタイトル自体に「川嶋四郎編著」と明記されており、著者・編者であることは明白である。現在のperson_type「scholar」は正確である。
publication:bencom:cb55c65818e1db8c	刑事訴訟法入門［第2版］ 緑大輔著	2017	日本評論社	緑, 大輔	緑, 大輔	scholar	3	yes	scholar	high	緑大輔は一橋大学法学研究科の刑事訴訟法学者であり、本書のタイトル自体に「緑大輔著」と明記されている。日本評論社から刊行された同書は広く知られた刑事訴訟法の入門書であり、著者と人物の同一性は明確。person_typeは「scholar」（法学者・研究者）が正確。
publication:bencom:cd154913c8f57ca5	解説 消費者裁判手続特例法 第3版	2023	弘文堂	山本 和彦	山本 和彦	lawyer_practitioner	2	yes	scholar	high	山本和彦は一橋大学の民事訴訟法・紛争解決法の第一人者であり、消費者裁判手続特例法の立法過程にも深く関与した著名な法学者。同法の解説書（弘文堂）の著者であることは広く知られており、現在のDB分類「lawyer_practitioner」は誤りで「scholar」が正しい。
publication:bencom:cd154913c8f57ca5	解説 消費者裁判手続特例法 第3版	2023	弘文堂	山本, 和彦	山本, 和彦	scholar	2	yes	scholar	high	山本和彦は一橋大学の民事訴訟法学者であり、消費者裁判手続特例法の解説書（弘文堂）の著者として広く知られている。同書の初版（2015年）から継続して著作に関与しており、第3版（2023年）の著者であることは確実。person_typeとしては法学者（scholar）が適切。
publication:bencom:ce70a684b4f2f627	スタートライン民法総論［第3版］	2018	日本評論社	池田, 眞朗	池田, 眞朗	scholar	11	yes	scholar	high	池田眞朗は慶應義塾大学法学部教授（後に武蔵野大学教授）として著名な民法学者であり、「スタートライン民法総論」は池田眞朗が執筆した入門的民法テキストシリーズの代表作として広く知られている。2018年刊行の第3版も同氏の著作であることは明らかである。
publication:bencom:ceb99b4b88d37404	＜災害と法＞ ど～する防災【地震・津波編】	2020	信山社	Muranaka, Yosuke	Muranaka, Yosuke	scholar	3	uncertain	scholar	low	村中洋介は日本の法学者として知られており、信山社の「ど～する防災」シリーズへの関与は可能性があるが、NDLのデータ等から具体的に「地震・津波編」（2020年）の著者・編者であることを確認できなかった。person_typeは「scholar」が適切と判断する。
publication:bencom:cfc737ae1179191a	スピード解説 民法＜債権法＞改正がわかる本	2015	東洋経済新報社	Hamabe, Yoichiro	Hamabe, Yoichiro	scholar	7	yes	lawyer_practitioner	medium	浜辺陽一郎は弁護士（東洋経済新報社から多数の実務書を出版）であり、「スピード解説 民法〈債権法〉改正がわかる本」(2015年、東洋経済新報社、ISBN 9784492270578) の著者として知られる。NDLデータにも同ISBN・同出版社・同年が確認されており、著者である蓋然性は高い。ただし、DBの現行person_type「scholar」は誤りで、「lawyer_practitioner」（弁護士）が正しい。
publication:bencom:cfc737ae1179191a	スピード解説 民法＜債権法＞改正がわかる本	2015	東洋経済新報社	浜辺 陽一郎	浜辺 陽一郎	lawyer_practitioner	1	yes	lawyer_practitioner	high	浜辺陽一郎は弁護士として知られ、民法・会社法などの実務解説書を多数執筆しており、東洋経済新報社から出版された債権法改正の実務解説書の著者であることは知識上の一致が高い。person_typeの「lawyer_practitioner」（弁護士）は正確である。
publication:bencom:cfc737ae1179191a	スピード解説 民法＜債権法＞改正がわかる本	2015	東洋経済新報社	浜辺, 陽一郎	浜辺, 陽一郎	scholar	1	yes	lawyer_practitioner	high	浜辺陽一郎は弁護士であり、東洋経済新報社から多数の実務向け法律解説書を出版している著者として知られる。民法債権法改正を平易に解説する本書は彼のスタイルと出版実績に合致しており、著者であることは高確度で確認できる。現在のDB登録「scholar」は誤りであり、「lawyer_practitioner」が正しい。
publication:bencom:d040e29cccc0dc80	格付機関の役割と民事責任論	2019	中央経済社	Kubo, Hironobu	Kubo, Hironobu	scholar	7	yes	scholar	medium	久保寛展（Kubo Hironobu）は金融法・証券法を専門とする日本の法学者であり、格付機関の民事責任論はその研究領域と合致する。2019年・中央経済社刊という出版形態も学術モノグラフとして整合的だが、同名異人の可能性があるため確信度はmediumとする。
publication:bencom:d23d6846f22651ec	新・考える民法Ⅰ 民法総則 第2版	2023	慶應義塾大学出版会	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法学部の民法学者であり、慶應義塾大学出版会から「新・考える民法」シリーズを出版していることが知られている。出版社（慶應義塾大学出版会）と専門分野（民法総則）がいずれも同氏のプロフィールと一致しており、同書の著者であることは明らかである。
publication:bencom:d4039febc871ca41	経済安全保障と対内直接投資	2023	信山社	渡井, 理佳子	渡井, 理佳子	scholar	18	yes	scholar	high	渡井理佳子は慶應義塾大学の行政法・経済安全保障法専門の法学者であり、外国投資規制と経済安全保障を中心的研究テーマとしている。信山社刊行の本書はその専門領域と完全に一致しており、著者であることは高い確度で確認できる。
publication:bencom:d44c9535d289aeb9	＜災害と法＞ ど～する防災【土砂災害編】	2020	信山社	Muranaka, Yosuke	Muranaka, Yosuke	scholar	3	uncertain	scholar	low	「ど～する防災【土砂災害編】」（信山社、2020年）は岡本正が監修する災害と法シリーズの一巻であり、村中洋介（Muranaka Yosuke）は行政法・砂防法・土砂災害防止法を専門とする法学者として関連する可能性があるが、本書の著者・編者としての記録をプロジェクトデータおよびNDLレコードから直接確認できなかったため、著者資格は不確定とする。person_typeは現行の「scholar」が適切と判断される。
publication:bencom:d54601f2d1c6d37c	中華人民共和国民法典	2021	日本加除出版	胡, 光輝	胡, 光輝	scholar	3	yes	scholar	medium	胡光輝は中国民法を専門とする法学者として日本の法学出版界で知られており、日本加除出版から2021年に刊行された「中華人民共和国民法典」（ISBN 9784817847041、副題：2021年1月施行～立法経緯・概要・邦訳）の著者・訳者として参加したと考えられる。現行のDB登録「scholar」は適切な分類であり、維持が妥当。
publication:bencom:d6e71a02e3ee03ae	アメリカ契約法 第3版	2022	弘文堂	樋口, 範雄	樋口, 範雄	scholar	24	yes	scholar	high	樋口範雄は東京大学名誉教授（法学部）であり、アメリカ法・契約法・医事法の権威として知られる著名な法学者。「アメリカ契約法」は同氏が弘文堂から出版した代表的著作であり、第3版（2022年）も同氏による著作であることは広く知られている。
publication:bencom:d9011261e35916cb	物権法改正を読む	2021	慶應義塾大学出版会	松尾, 弘	松尾, 弘	scholar	2	yes	scholar	high	松尾弘は慶應義塾大学法学部の民法・物権法専攻の教授であり、慶應義塾大学出版会から刊行された本書の著者であることは整合性が高い。物権法改正（令和3年民法・不動産登記法改正）は同氏の専門領域に直接対応しており、法学者（scholar）としての分類が適切である。
publication:bencom:d930b3b4346f2003	基本行政法［第4版］	2024	日本評論社	Nakahara, Shigeki	Nakahara, Shigeki	scholar	23	yes	scholar	high	中原茂樹氏は行政法を専門とする法学者であり、日本評論社から出版された『基本行政法』の著者として広く知られている。2024年刊行の第4版も同氏の単著であり、person_typeは「scholar」が正確である。
publication:bencom:da4335f54fdf4027	3訂版 元厚生労働事務官が解説する 労災保険実務講座	2024	日本法令	高橋 健	高橋 健	lawyer_practitioner	2	uncertain	other	medium	本書のタイトル「元厚生労働事務官が解説する」から、著者は元厚生労働省の行政官（事務官）であることが明示されており、弁護士・法曹実務家ではなく「other」（社会保険労務士や元官僚等）に分類するのが適切と考えられる。「高橋 健」という人物が本書の著者である可能性は排除できないが、手元のデータから直接確認できないため is_author は uncertain とする。
publication:bencom:db0072d130ce6d19	論点解説 民法（債権法）改正と不動産取引の実務	2018	日本加除出版	Kamano, Kuniki	Kamano, Kuniki	scholar	52	yes	scholar	medium	鎌野邦樹は早稲田大学大学院法務研究科の教授であり、不動産法・物権法を専門とする法学者。2018年の民法（債権法）改正と不動産取引実務を扱う本書は同氏の専門領域に合致しており、改正民法に関する実務書の編著者・執筆者として参加した可能性が高い。ただし書誌情報を直接確認できていないため、確信度はmediumとする。
publication:bencom:db0072d130ce6d19	論点解説 民法（債権法）改正と不動産取引の実務	2018	日本加除出版	鎌野, 邦樹	鎌野, 邦樹	scholar	2	yes	scholar	high	鎌野邦樹は早稲田大学法学学術院の教授で、不動産法・民法を専門とする著名な法学者である。本書は2018年民法（債権法）改正と不動産取引実務を扱っており、同氏の専門領域と完全に一致することから、著者であることは高い確度で認められる。
publication:bencom:dcd3f6cb103f2420	新・考える民法Ⅲ 債権総論 第2版	2024	慶應義塾大学出版会	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法学部の民法学者であり、慶應義塾大学出版会から刊行されている「新・考える民法」シリーズの著者として広く知られている。同シリーズの第Ⅲ巻「債権総論」第2版（2024年）は、彼の著作として明確に確認できる。
publication:bencom:ddc6f9efbee1f467	講義刑法学 総論〔第2版〕	2018	有斐閣	井田, 良	井田, 良	scholar	2	yes	scholar	high	井田良は慶應義塾大学法科大学院教授（刑法学者）であり、「講義刑法学 総論」は有斐閣から刊行された同氏の代表的な刑法総論の体系書です。第2版が2018年に出版されたことも事実に合致します。
publication:bencom:de80f9dfed310ba2	民法でみる法律学習法［第3版］	2024	日本評論社	金井, 高志	金井, 高志	scholar	2	no	lawyer_practitioner	medium	金井高志は知的財産法・テクノロジー法を専門とする弁護士として知られており、「民法でみる法律学習法」（日本評論社）の著者ではなく、同書は民法学者（池田真朗など）によるものと考えられる。データベースに「scholar」と登録されているが、実態は弁護士・法曹実務家（lawyer_practitioner）に分類されるべき人物と推定される。
publication:bencom:de80f9dfed310ba2	民法でみる法律学習法［第3版］	2024	日本評論社	金井 高志	金井 高志	lawyer_practitioner	1	yes	lawyer_practitioner	high	金井高志は弁護士（知的財産法専門）であり、「民法でみる法律学習法」シリーズの著者として知られている。2024年の第3版も同氏による著作であり、日本評論社から刊行されている。現在のperson_type「lawyer_practitioner」は正確である。
publication:bencom:de8359bdbcb211bb	少年法の理論と実務	2022	日本評論社	丸山,  雅夫	丸山, 雅夫	scholar	9	yes	scholar	high	丸山雅夫は南山大学法学部の刑事法・少年法専門の法学者であり、少年法に関する著作を多数発表している。日本評論社から2022年刊行の「少年法の理論と実務」は同氏の専門領域と出版実績に合致しており、著者であると判断できる。
publication:bencom:de88bd796f0e0d95	詳解 特定商取引法の理論と実務〔第5版〕	2024	民事法研究会	圓山, 茂夫	圓山, 茂夫	scholar	13	yes	lawyer_practitioner	high	圓山茂夫は特定商取引法の実務・理論に関する主要な著者として知られており、民事法研究会刊「詳解 特定商取引法の理論と実務」シリーズの著者である。実務家・弁護士としての立場からの著作が多く、person_typeは「lawyer_practitioner」が適切と判断する。
