journal_canonical,article_count,key_type,key_value,status,source,note
教育法制の再編と教育法学の将来(日本教育法学会年報,14,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育法制の再編と教育法学の将来（日本教育法学会年報３０）』所収ｐ２０４～２０５。
日本民法学の形成と課題(上)――星野英一先生古稀祝賀』所収p,14,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
女性そして男性(法学セミナー増刊 総合特集シリーズ,14,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『女性そして男性（法学セミナー増刊 総合特集シリーズ３０）』所収ｐ２４８～２４９。
市民のための法律家(法学セミナー増刊 総合特集シリーズ,14,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『市民のための法律家（法学セミナー増刊 総合特集シリーズ２４）』所収ｐ２４４～２。
訟務月報,14,ncid,AN00327981,cinii_books_confirmed,ndl_sru+cinii_books_20260627,NDL Search+CiNii Books: serial『訟務月報』(法務省訟務局→大臣官房) NCID=AN00327981。ISSN無(公的刊行物)。vol-issue接合。
民主主義法学と研究者の使命――広渡清吾先生古稀記念論文集』所収p,13,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
慶応の法律学 公法,13,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『慶応の法律学 公法（２）――慶応義塾創立１５０年記念法学部論文集』所収ｐ３１７。
現時法学の理論と実践――伊東乾教授喜寿記念論文集』所収p,13,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
ドイツ民法典の編纂と法学』所収p,13,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
投資者保護の法理(神戸学院大学法学研究叢書,13,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『投資者保護の法理（神戸学院大学法学研究叢書３）』所収ｐ３０１～３１２。
特技懇,13,ncid,AA11597181,ndl_unique,ndl_sru:cinii_crid,特技懇(特許庁技術懇話会)。CiNii NCID=AA11597181。
刑法判例百選,12,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
季刊現代警察,12,issn,0388-4325,issn_batch_confirmed,issn_batch_20260622,ndl_name=季刊現代警察 = The modern Japanese police quarterly evidence=80 1998→2021
松山商大論集,12,issn,0461-4593,issn_batch_confirmed,issn_batch_20260622,ndl_name=松山商大論集 / 松山商科大学商経研究会 編 evidence=80 1952→1988
法学研究年誌(東北学院大学),12,issn,0910-1144,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。東北学院大学大学院法学研究科。
私的独占規制の現代的課題(日本経済法学会年報,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『私的独占規制の現代的課題（日本経済法学会年報２８）』所収ｐ１６７～１８２。
関西大学法学研究所研究所報,12,issn,0915-5198,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。関西大学法学研究所。
情報社会の公法学――川上宏二郎先生古稀記念論文集』所収p,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
持株会社と独占禁止法(経済法学会年報,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『持株会社と独占禁止法（経済法学会年報１７）』所収ｐ１７７～１８９。
改正独占禁止法の,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『改正独占禁止法の１０年（経済法学会年報８）』所収ｐ２４５～２０４。
法と政治の理論と現実(下)――関西大学法学部百周年記念論文集』所収p,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
現代私法学の課題と展望(上)――林良平先生還暦記念論文集』所収p,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
労働法の知識と実務,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『労働法の知識と実務（２）（弁護士専門研修講座）』所収ｐ１６１～１９２。
民事交通事故訴訟の実務,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『民事交通事故訴訟の実務（２）（弁護士専門研修講座）』所収ｐ３２９～３７８。
日弁連研修叢書 現代法律実務の諸問題(下)<昭和,12,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『日弁連研修叢書 現代法律実務の諸問題（下）＜昭和６１年版＞』所収ｐ４７３～５２。
酒田短期大学研究論集,12,issn,0916-8133,issn_batch_confirmed,issn_batch_20260622,ndl_name=酒田短期大学研究論集 / 酒田短期大学研究論集編集委員会 編 evidence=32 1991→2000
京都学園大学経済経営学部論集,11,issn,2189-9738,issn_batch_confirmed,issn_batch_20260622,"ndl_name=京都学園大学経済経営学部論集 = The Faculty of Economics and Business Administration journal, Kyoto Gakuen University / 京都学園大学経済経営学部学会 編 evidence=70 1991→2019"
弘前大学経済研究,11,issn,0387-3978,issn_batch_confirmed,issn_batch_20260622,ndl_name=弘前大学経済研究 = Hirosaki economic review evidence=77 1988→2022
東亜法学論叢,11,issn,1342-8446,issn_batch_confirmed,issn_batch_20260622,ndl_name=東亜法学論叢 evidence=51 1996→2003
特許権侵害に基づく損害賠償(日本工業所有権法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『特許権侵害に基づく損害賠償（日本工業所有権法学会年報４１）』所収ｐ２４２～２６。
ネットワーク産業の規制改革と競争政策(日本経済法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『ネットワーク産業の規制改革と競争政策（日本経済法学会年報３６）』所収ｐ１４４～。
優越的地位の濫用規制の展開(日本経済法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『優越的地位の濫用規制の展開（日本経済法学会年報３５）』所収ｐ１５０～１６１。
日本大学法学部創設,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『日本大学法学部創設１２０周年記念論文集（１）――法律学編』所収ｐ４１３～４３４。
分権時代と自治体法学』所収p,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
変容する世界と法律・政治・文化(上)――北海学園大学法学部,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『変容する世界と法律・政治・文化（上）――北海学園大学法学部４０周年記念論文集』。
市民法学の歴史的・思想的展開――原島重義先生傘寿』所収p,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
融合する法律学(上)――筑波大学法科大学院創設記念・企業法学専攻創設,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『融合する法律学（上）――筑波大学法科大学院創設記念・企業法学専攻創設１５周年記。
現代私法学の課題――伊藤進教授古稀記念論文集』所収p,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
独占禁止法改正(日本経済法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法改正（日本経済法学会年報２６）』所収ｐ１７３～１８８。
法学部開校記念論文集』所収p,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
公益事業の規制改革と競争政策(日本経済法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『公益事業の規制改革と競争政策（日本経済法学会年報２３）』所収ｐ１～１３９。
変動期における法と国際関係――一橋大学法学部創立,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『変動期における法と国際関係――一橋大学法学部創立５０周年記念論文集』所収ｐ５４。
公法学の法と政策――金子宏先生古稀祝賀(下)』所収p,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
教育立法と学校自治・参加(日本教育法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育立法と学校自治・参加（日本教育法学会年報２９）』所収ｐ１８１～１８２。
技術革新・技術取引と競争政策(日本経済法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『技術革新・技術取引と競争政策（日本経済法学会年報２０）』所収ｐ２０６～２２２。
規制緩和と消費者(経済法学会年報,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『規制緩和と消費者（経済法学会年報１６）』所収ｐ１８６～１９５。
手続法的行政法学の理論』所収p,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
借地・借家制度の検証――意向調査の分析と法改正の方向(関西大学法学研究所研究叢書,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『借地・借家制度の検証――意向調査の分析と法改正の方向（関西大学法学研究所研究叢。
企業・現代社会・法――現代企業法・法学入門』所収p,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
官庁と官僚(法学セミナー増刊 総合特集シリーズ,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『官庁と官僚（法学セミナー増刊 総合特集シリーズ２３）』所収ｐ２３７～２４５。
現代人権論(公法学研究,11,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代人権論（公法学研究１）』所収ｐ３１８～３２４。
賠償医学,11,issn,0910-5816,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。日本賠償科学会。
季刊科学と思想,10,issn,0287-7384,issn_batch_confirmed,issn_batch_20260622,ndl_name=季刊科学と思想 / 新日本出版社 [編] evidence=80 1971→1992
独占禁止法のエンフォースメント――新たな課題に対して(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法のエンフォースメント――新たな課題に対して（日本経済法学会年報４１）。
競争法と消費者(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『競争法と消費者（日本経済法学会年報４０）』所収ｐ１２５～１３７。
租税憲法学の展開』所収p,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
不当な取引制限規制の現代的展開(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不当な取引制限規制の現代的展開（日本経済法学会年報３７）』所収ｐ１６６～１７７。
持続可能な社会への転換期における法と法学(法社会学,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『持続可能な社会への転換期における法と法学（法社会学８１）』所収ｐ１８９～２０６。
企業結合規制の新たな課題(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『企業結合規制の新たな課題（日本経済法学会年報３３）』所収ｐ１５８～１７０。
知的財産と独占禁止法(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『知的財産と独占禁止法（日本経済法学会年報３２）』所収ｐ１６０～１７２。
独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において。
慶応の法律学 商事法――慶応義塾創立,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『慶応の法律学 商事法――慶応義塾創立１５０年記念法学部論文集』所収ｐ２４９～２。
優越的地位の濫用(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『優越的地位の濫用（日本経済法学会年報２７）』所収ｐ１３３～１４６。
企業結合規制の再検討(日本経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『企業結合規制の再検討（日本経済法学会年報２４）』所収ｐ２１６～２３２。
市民法学の課題と展望――清水誠先生古稀記念論集』所収p,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
私法学の再構築(北海道大学法学部ライブラリー,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『私法学の再構築（北海道大学法学部ライブラリー２）』所収ｐ３９７～４２８。
金融・証券市場の規制と競争(経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『金融・証券市場の規制と競争（経済法学会年報１４）』所収ｐ１５９～１６９。
日本企業の構造・行動と法(経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『日本企業の構造・行動と法（経済法学会年報１２）』所収ｐ１５５～１６３。
流通と法――市場開放と流通問題(経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『流通と法――市場開放と流通問題（経済法学会年報１１）』所収ｐ１３９～１４８。
知的財産権と独占禁止法(経済法学会年報,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『知的財産権と独占禁止法（経済法学会年報１０）』所収ｐ２１３～１６０。
近代私法学の形成と現代法理論』所収p,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
人権と報道を考える(法学セミナー増刊総合特集シリーズ,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『人権と報道を考える（法学セミナー増刊総合特集シリーズ３９）』所収ｐ５４５～５５。
日本工業所有権法学会年報,10,issn,0387-1754,issn_batch_confirmed,issn_batch_20260622,ndl_name=日本工業所有権法学会年報 = Annual of industrial property law / 日本工業所有権法学会 編 evidence=61 1979→2022
熊本商大論集,10,issn,0451-0585,issn_batch_confirmed,issn_batch_20260622,ndl_name=熊本商大論集 evidence=79 1954→1993
法律実務と税金の諸問題(専門講座講義録)(研修叢書,10,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法律実務と税金の諸問題（専門講座講義録）（研修叢書２４）』所収ｐ１６５～１７９。
信州大学経済学論集,9,issn,0288-0466,issn_batch_confirmed,issn_batch_20260622,"ndl_name=信州大学経済学論集 = Economic review, Shinshu University evidence=79 1968→2016"
共済と保険,9,issn,2187-1795,issn_batch_confirmed,issn_batch_20260622,ndl_name=共済と保険 / 共済保険研究会 編 evidence=80 1996→2025
北海学園大学学園論集,9,issn,0385-7271,issn_batch_confirmed,issn_batch_20260622,ndl_name=北海学園大学学園論集 = The journal of Hokkai-Gakuen University / 北海学園大学学術研究会 編 evidence=69 1966→2026
東亜大学紀要,9,issn,1348-8414,issn_batch_confirmed,issn_batch_20260622,ndl_name=東亜大学紀要 = Bulletin of University of East Asia evidence=65 2004→2026
沖縄大学法経学部紀要,9,issn,1346-3128,issn_batch_confirmed,issn_batch_20260622,ndl_name=沖縄大学法経学部紀要 evidence=43 2001→2018
競争法とフェアネス(日本経済法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『競争法とフェアネス（日本経済法学会年報４３）』所収ｐ１３７～１４９。
流通・取引慣行と独禁法――新たな課題に向けて(日本経済法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『流通・取引慣行と独禁法――新たな課題に向けて（日本経済法学会年報３９）』所収ｐ。
立憲主義の危機と教育法(日本教育法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『立憲主義の危機と教育法（日本教育法学会年報４６）』所収ｐ１５３～１５４。
神奈川大学法学部,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『神奈川大学法学部５０周年記念論文集』所収ｐ７６１～７８１。
不公正な取引方法規制の再検討(日本経済法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不公正な取引方法規制の再検討（日本経済法学会年報３０）』所収ｐ１４８～１５９。
慶応の法律学 民事法――慶応義塾創立,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『慶応の法律学 民事法――慶応義塾創立１５０年記念法学部論文集』所収ｐ３４１～４。
慶応の法律学 民事手続法――慶応義塾創立,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『慶応の法律学 民事手続法――慶応義塾創立１５０年記念法学部論文集』所収ｐ２２５。
法学会誌(明治大学),9,issn,0288-5468,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。明治大学法学会。
松山法学,9,issn,1349-7537,issn_batch_confirmed,issn_batch_20260622,ndl_name=松山法学 / 松山法学編集室 編 evidence=36 2000→2005
独占禁止法のエンフォースメント(日本経済法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法のエンフォースメント（日本経済法学会年報２２）』所収ｐ１６８～１８４。
教育改革と地方分権(日本教育法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育改革と地方分権（日本教育法学会年報２８）』所収ｐ１６５～１６６。
競争秩序と民事法(日本経済法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『競争秩序と民事法（日本経済法学会年報１９）』所収ｐ１５７～１７５。
現代民法学の諸問題――玉田弘毅先生古稀記念論文集』所収p,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
日本の取引慣行と独禁法(経済法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『日本の取引慣行と独禁法（経済法学会年報１５）』所収ｐ１４６～１５６。
名城大学創立,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『名城大学創立４０周年記念論文集――法学篇』所収ｐ４８５～５２１。
法学・政治学の動向――北海学園大学法学部,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法学・政治学の動向――北海学園大学法学部２０周年記念論文集』所収ｐ４１７～４４。
石油カルテル最高裁刑事判決(経済法学会年報,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『石油カルテル最高裁刑事判決（経済法学会年報６）』所収ｐ１８１～１４７。
法と政治の現代的課題(大阪大学法学部創立,9,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法と政治の現代的課題（大阪大学法学部創立３０周年論文集）』所収ｐ３８５～４２５。
政治学論集,8,issn,0286-9888,issn_batch_confirmed,issn_batch_20260622,ndl_name=政治学論集 evidence=52 1975→1998
公法の諸問題,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『公法の諸問題（２）（専修大学法学研究所紀要１０）』所収ｐ１１７～１３３。
企業結合規制の理論的課題(日本経済法学会年報,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『企業結合規制の理論的課題（日本経済法学会年報４４）』所収ｐ１０６～１１８。
戦後日本憲法学,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『戦後日本憲法学７０年の軌跡（法律時報増刊）』所収ｐ１７３～１７８。
次世代への挑戦――法学部半世紀の伝統を糧に 北海学園大学法学部,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『次世代への挑戦――法学部半世紀の伝統を糧に 北海学園大学法学部５０周年記念論文。
立正大学法学部創立,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『立正大学法学部創立２０周年記念論集』所収ｐ２２３～２４４。
人権の刑事法学――村井敏邦先生古稀記念論文集』所収p,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
転換期の法と文化――京都学園大学法学部,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『転換期の法と文化――京都学園大学法学部２０周年記念論文集』所収ｐ１５４～１８０。
変容する社会の法と理論――上智大学法学部創設,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『変容する社会の法と理論――上智大学法学部創設５０周年記念』所収ｐ４８４～５１１。
融合する法律学(下)――筑波大学法科大学院創設記念・企業法学専攻創設,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『融合する法律学（下）――筑波大学法科大学院創設記念・企業法学専攻創設１５周年記。
現代先端法学の展開――田島裕教授記念』所収p,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
社会的規制と競争政策(日本経済法学会年報,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『社会的規制と競争政策（日本経済法学会年報２１）』所収ｐ１８８～２０５。
教育基本法,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育基本法５０年――その総括と展望（日本教育法学会年報２７）』所収ｐ１７６～１。
現代の法と政治――立正大学法学部創立,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代の法と政治――立正大学法学部創立１０周年記念論集』所収ｐ３１５～３３０。
独協大学法学部創設,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独協大学法学部創設２５周年記念論文集』所収ｐ５００～４８６。
独禁法の執行力の強化(経済法学会年報,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独禁法の執行力の強化（経済法学会年報１３）』所収ｐ１４９～１６２。
仮の権利保護をめぐる諸問題――労働仮処分・出版差止仮処分を中心にして(慶応義塾大学法学研究会叢書,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『仮の権利保護をめぐる諸問題――労働仮処分・出版差止仮処分を中心にして（慶応義塾。
国際通商と法――貿易摩擦を素材として(経済法学会年報,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『国際通商と法――貿易摩擦を素材として（経済法学会年報９）』所収ｐ２４４～１９５。
法学政治学の新機軸――法学部創設,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法学政治学の新機軸――法学部創設２０周年記念（産大法学２１―１・２）』所収ｐ６。
情報・通信と競争政策(経済法学会年報,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『情報・通信と競争政策（経済法学会年報７）』所収ｐ２０１～１６７。
法学ガイダンス’,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法学ガイダンス’８３』所収ｐ１０５～１０９。
現代私法学の課題と展望(中)――林良平先生還暦記念論文集』所収p,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
法学と政治学の現代的展開(岡山大学創立,8,issn,,seed_isbn_per_issue,seed:article_meta_auto,書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法学と政治学の現代的展開（岡山大学創立３０周年記念論文集）』所収ｐ２６３～２９。
