object,op,key,field,before,after,reason,before_row,after_row
journal,NORMALIZE,不法行為法(法学セミナー増刊)』所収p,journal_canonical,不法行為法(法学セミナー増刊)』所収p,不法行為法(法学セミナー増刊),掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),不法行為法(法学セミナー増刊)』所収p | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。,不法行為法(法学セミナー増刊) | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。
journal,NORMALIZE,優越的地位の濫用規制の展開(日本経済法学会年報,journal_canonical,優越的地位の濫用規制の展開(日本経済法学会年報,優越的地位の濫用規制の展開(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),優越的地位の濫用規制の展開(日本経済法学会年報 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『優越的地位の濫用規制の展開（日本経済法学会年報３５）』所収ｐ１５０～１６１。,優越的地位の濫用規制の展開(日本経済法学会年報) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『優越的地位の濫用規制の展開（日本経済法学会年報３５）』所収ｐ１５０～１６１。
journal,NORMALIZE,独占禁止法改正(日本経済法学会年報,journal_canonical,独占禁止法改正(日本経済法学会年報,独占禁止法改正(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),独占禁止法改正(日本経済法学会年報 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法改正（日本経済法学会年報２６）』所収ｐ１７３～１８８。,独占禁止法改正(日本経済法学会年報) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法改正（日本経済法学会年報２６）』所収ｐ１７３～１８８。
journal,NORMALIZE,公益事業の規制改革と競争政策(日本経済法学会年報,journal_canonical,公益事業の規制改革と競争政策(日本経済法学会年報,公益事業の規制改革と競争政策(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),公益事業の規制改革と競争政策(日本経済法学会年報 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『公益事業の規制改革と競争政策（日本経済法学会年報２３）』所収ｐ１～１３９。,公益事業の規制改革と競争政策(日本経済法学会年報) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『公益事業の規制改革と競争政策（日本経済法学会年報２３）』所収ｐ１～１３９。
journal,NORMALIZE,教育立法と学校自治・参加(日本教育法学会年報,journal_canonical,教育立法と学校自治・参加(日本教育法学会年報,教育立法と学校自治・参加(日本教育法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),教育立法と学校自治・参加(日本教育法学会年報 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育立法と学校自治・参加（日本教育法学会年報２９）』所収ｐ１８１～１８２。,教育立法と学校自治・参加(日本教育法学会年報) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育立法と学校自治・参加（日本教育法学会年報２９）』所収ｐ１８１～１８２。
journal,NORMALIZE,技術革新・技術取引と競争政策(日本経済法学会年報,journal_canonical,技術革新・技術取引と競争政策(日本経済法学会年報,技術革新・技術取引と競争政策(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),技術革新・技術取引と競争政策(日本経済法学会年報 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『技術革新・技術取引と競争政策（日本経済法学会年報２０）』所収ｐ２０６～２２２。,技術革新・技術取引と競争政策(日本経済法学会年報) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『技術革新・技術取引と競争政策（日本経済法学会年報２０）』所収ｐ２０６～２２２。
journal,NORMALIZE,規制緩和と消費者(経済法学会年報,journal_canonical,規制緩和と消費者(経済法学会年報,規制緩和と消費者(経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),規制緩和と消費者(経済法学会年報 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『規制緩和と消費者（経済法学会年報１６）』所収ｐ１８６～１９５。,規制緩和と消費者(経済法学会年報) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『規制緩和と消費者（経済法学会年報１６）』所収ｐ１８６～１９５。
journal,NORMALIZE,借地・借家制度の検証――意向調査の分析と法改正の方向(関西大学法学研究所研究叢書,journal_canonical,借地・借家制度の検証――意向調査の分析と法改正の方向(関西大学法学研究所研究叢書,借地・借家制度の検証――意向調査の分析と法改正の方向(関西大学法学研究所研究叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'関西大学法学研究所研究叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),借地・借家制度の検証――意向調査の分析と法改正の方向(関西大学法学研究所研究叢書 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『借地・借家制度の検証――意向調査の分析と法改正の方向（関西大学法学研究所研究叢。,借地・借家制度の検証――意向調査の分析と法改正の方向(関西大学法学研究所研究叢書) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『借地・借家制度の検証――意向調査の分析と法改正の方向（関西大学法学研究所研究叢。
journal,NORMALIZE,官庁と官僚(法学セミナー増刊 総合特集シリーズ,journal_canonical,官庁と官僚(法学セミナー増刊 総合特集シリーズ,官庁と官僚(法学セミナー増刊 総合特集シリーズ),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),官庁と官僚(法学セミナー増刊 総合特集シリーズ | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『官庁と官僚（法学セミナー増刊 総合特集シリーズ２３）』所収ｐ２３７～２４５。,官庁と官僚(法学セミナー増刊 総合特集シリーズ) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『官庁と官僚（法学セミナー増刊 総合特集シリーズ２３）』所収ｐ２３７～２４５。
journal,NORMALIZE,現代人権論(公法学研究,journal_canonical,現代人権論(公法学研究,現代人権論(公法学研究),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'公法学研究'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),現代人権論(公法学研究 | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代人権論（公法学研究１）』所収ｐ３１８～３２４。,現代人権論(公法学研究) | 11 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『現代人権論（公法学研究１）』所収ｐ３１８～３２４。
journal,NORMALIZE,独占禁止法のエンフォースメント――新たな課題に対して(日本経済法学会年報,journal_canonical,独占禁止法のエンフォースメント――新たな課題に対して(日本経済法学会年報,独占禁止法のエンフォースメント――新たな課題に対して(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),独占禁止法のエンフォースメント――新たな課題に対して(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法のエンフォースメント――新たな課題に対して（日本経済法学会年報４１）。,独占禁止法のエンフォースメント――新たな課題に対して(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法のエンフォースメント――新たな課題に対して（日本経済法学会年報４１）。
journal,NORMALIZE,競争法と消費者(日本経済法学会年報,journal_canonical,競争法と消費者(日本経済法学会年報,競争法と消費者(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),競争法と消費者(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『競争法と消費者（日本経済法学会年報４０）』所収ｐ１２５～１３７。,競争法と消費者(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『競争法と消費者（日本経済法学会年報４０）』所収ｐ１２５～１３７。
journal,NORMALIZE,不当な取引制限規制の現代的展開(日本経済法学会年報,journal_canonical,不当な取引制限規制の現代的展開(日本経済法学会年報,不当な取引制限規制の現代的展開(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),不当な取引制限規制の現代的展開(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不当な取引制限規制の現代的展開（日本経済法学会年報３７）』所収ｐ１６６～１７７。,不当な取引制限規制の現代的展開(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不当な取引制限規制の現代的展開（日本経済法学会年報３７）』所収ｐ１６６～１７７。
journal,NORMALIZE,持続可能な社会への転換期における法と法学(法社会学,journal_canonical,持続可能な社会への転換期における法と法学(法社会学,持続可能な社会への転換期における法と法学(法社会学),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法社会学'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),持続可能な社会への転換期における法と法学(法社会学 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『持続可能な社会への転換期における法と法学（法社会学８１）』所収ｐ１８９～２０６。,持続可能な社会への転換期における法と法学(法社会学) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『持続可能な社会への転換期における法と法学（法社会学８１）』所収ｐ１８９～２０６。
journal,NORMALIZE,企業結合規制の新たな課題(日本経済法学会年報,journal_canonical,企業結合規制の新たな課題(日本経済法学会年報,企業結合規制の新たな課題(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),企業結合規制の新たな課題(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『企業結合規制の新たな課題（日本経済法学会年報３３）』所収ｐ１５８～１７０。,企業結合規制の新たな課題(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『企業結合規制の新たな課題（日本経済法学会年報３３）』所収ｐ１５８～１７０。
journal,NORMALIZE,知的財産と独占禁止法(日本経済法学会年報,journal_canonical,知的財産と独占禁止法(日本経済法学会年報,知的財産と独占禁止法(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),知的財産と独占禁止法(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『知的財産と独占禁止法（日本経済法学会年報３２）』所収ｐ１６０～１７２。,知的財産と独占禁止法(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『知的財産と独占禁止法（日本経済法学会年報３２）』所収ｐ１６０～１７２。
journal,NORMALIZE,独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において(日本経済法学会年報,journal_canonical,独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において(日本経済法学会年報,独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において。,独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独禁法執行のための行政手続と司法審査――公取委の審判制度廃止論との関連において。
journal,NORMALIZE,優越的地位の濫用(日本経済法学会年報,journal_canonical,優越的地位の濫用(日本経済法学会年報,優越的地位の濫用(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),優越的地位の濫用(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『優越的地位の濫用（日本経済法学会年報２７）』所収ｐ１３３～１４６。,優越的地位の濫用(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『優越的地位の濫用（日本経済法学会年報２７）』所収ｐ１３３～１４６。
journal,NORMALIZE,企業結合規制の再検討(日本経済法学会年報,journal_canonical,企業結合規制の再検討(日本経済法学会年報,企業結合規制の再検討(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),企業結合規制の再検討(日本経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『企業結合規制の再検討（日本経済法学会年報２４）』所収ｐ２１６～２３２。,企業結合規制の再検討(日本経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『企業結合規制の再検討（日本経済法学会年報２４）』所収ｐ２１６～２３２。
journal,NORMALIZE,私法学の再構築(北海道大学法学部ライブラリー,journal_canonical,私法学の再構築(北海道大学法学部ライブラリー,私法学の再構築(北海道大学法学部ライブラリー),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'北海道大学法学部ライブラリー'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),私法学の再構築(北海道大学法学部ライブラリー | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『私法学の再構築（北海道大学法学部ライブラリー２）』所収ｐ３９７～４２８。,私法学の再構築(北海道大学法学部ライブラリー) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『私法学の再構築（北海道大学法学部ライブラリー２）』所収ｐ３９７～４２８。
journal,NORMALIZE,金融・証券市場の規制と競争(経済法学会年報,journal_canonical,金融・証券市場の規制と競争(経済法学会年報,金融・証券市場の規制と競争(経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),金融・証券市場の規制と競争(経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『金融・証券市場の規制と競争（経済法学会年報１４）』所収ｐ１５９～１６９。,金融・証券市場の規制と競争(経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『金融・証券市場の規制と競争（経済法学会年報１４）』所収ｐ１５９～１６９。
journal,NORMALIZE,日本企業の構造・行動と法(経済法学会年報,journal_canonical,日本企業の構造・行動と法(経済法学会年報,日本企業の構造・行動と法(経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),日本企業の構造・行動と法(経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『日本企業の構造・行動と法（経済法学会年報１２）』所収ｐ１５５～１６３。,日本企業の構造・行動と法(経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『日本企業の構造・行動と法（経済法学会年報１２）』所収ｐ１５５～１６３。
journal,NORMALIZE,流通と法――市場開放と流通問題(経済法学会年報,journal_canonical,流通と法――市場開放と流通問題(経済法学会年報,流通と法――市場開放と流通問題(経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),流通と法――市場開放と流通問題(経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『流通と法――市場開放と流通問題（経済法学会年報１１）』所収ｐ１３９～１４８。,流通と法――市場開放と流通問題(経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『流通と法――市場開放と流通問題（経済法学会年報１１）』所収ｐ１３９～１４８。
journal,NORMALIZE,知的財産権と独占禁止法(経済法学会年報,journal_canonical,知的財産権と独占禁止法(経済法学会年報,知的財産権と独占禁止法(経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),知的財産権と独占禁止法(経済法学会年報 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『知的財産権と独占禁止法（経済法学会年報１０）』所収ｐ２１３～１６０。,知的財産権と独占禁止法(経済法学会年報) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『知的財産権と独占禁止法（経済法学会年報１０）』所収ｐ２１３～１６０。
journal,NORMALIZE,人権と報道を考える(法学セミナー増刊総合特集シリーズ,journal_canonical,人権と報道を考える(法学セミナー増刊総合特集シリーズ,人権と報道を考える(法学セミナー増刊総合特集シリーズ),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),人権と報道を考える(法学セミナー増刊総合特集シリーズ | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『人権と報道を考える（法学セミナー増刊総合特集シリーズ３９）』所収ｐ５４５～５５。,人権と報道を考える(法学セミナー増刊総合特集シリーズ) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『人権と報道を考える（法学セミナー増刊総合特集シリーズ３９）』所収ｐ５４５～５５。
journal,NORMALIZE,法律実務と税金の諸問題(専門講座講義録)(研修叢書,journal_canonical,法律実務と税金の諸問題(専門講座講義録)(研修叢書,法律実務と税金の諸問題(専門講座講義録)(研修叢書),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),法律実務と税金の諸問題(専門講座講義録)(研修叢書 | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法律実務と税金の諸問題（専門講座講義録）（研修叢書２４）』所収ｐ１６５～１７９。,法律実務と税金の諸問題(専門講座講義録)(研修叢書) | 10 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『法律実務と税金の諸問題（専門講座講義録）（研修叢書２４）』所収ｐ１６５～１７９。
journal,NORMALIZE,競争法とフェアネス(日本経済法学会年報,journal_canonical,競争法とフェアネス(日本経済法学会年報,競争法とフェアネス(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),競争法とフェアネス(日本経済法学会年報 | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『競争法とフェアネス（日本経済法学会年報４３）』所収ｐ１３７～１４９。,競争法とフェアネス(日本経済法学会年報) | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『競争法とフェアネス（日本経済法学会年報４３）』所収ｐ１３７～１４９。
journal,NORMALIZE,流通・取引慣行と独禁法――新たな課題に向けて(日本経済法学会年報,journal_canonical,流通・取引慣行と独禁法――新たな課題に向けて(日本経済法学会年報,流通・取引慣行と独禁法――新たな課題に向けて(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),流通・取引慣行と独禁法――新たな課題に向けて(日本経済法学会年報 | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『流通・取引慣行と独禁法――新たな課題に向けて（日本経済法学会年報３９）』所収ｐ。,流通・取引慣行と独禁法――新たな課題に向けて(日本経済法学会年報) | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『流通・取引慣行と独禁法――新たな課題に向けて（日本経済法学会年報３９）』所収ｐ。
journal,NORMALIZE,立憲主義の危機と教育法(日本教育法学会年報,journal_canonical,立憲主義の危機と教育法(日本教育法学会年報,立憲主義の危機と教育法(日本教育法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),立憲主義の危機と教育法(日本教育法学会年報 | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『立憲主義の危機と教育法（日本教育法学会年報４６）』所収ｐ１５３～１５４。,立憲主義の危機と教育法(日本教育法学会年報) | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『立憲主義の危機と教育法（日本教育法学会年報４６）』所収ｐ１５３～１５４。
journal,NORMALIZE,不公正な取引方法規制の再検討(日本経済法学会年報,journal_canonical,不公正な取引方法規制の再検討(日本経済法学会年報,不公正な取引方法規制の再検討(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),不公正な取引方法規制の再検討(日本経済法学会年報 | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不公正な取引方法規制の再検討（日本経済法学会年報３０）』所収ｐ１４８～１５９。,不公正な取引方法規制の再検討(日本経済法学会年報) | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『不公正な取引方法規制の再検討（日本経済法学会年報３０）』所収ｐ１４８～１５９。
journal,NORMALIZE,独占禁止法のエンフォースメント(日本経済法学会年報,journal_canonical,独占禁止法のエンフォースメント(日本経済法学会年報,独占禁止法のエンフォースメント(日本経済法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),独占禁止法のエンフォースメント(日本経済法学会年報 | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法のエンフォースメント（日本経済法学会年報２２）』所収ｐ１６８～１８４。,独占禁止法のエンフォースメント(日本経済法学会年報) | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『独占禁止法のエンフォースメント（日本経済法学会年報２２）』所収ｐ１６８～１８４。
journal,NORMALIZE,教育改革と地方分権(日本教育法学会年報,journal_canonical,教育改革と地方分権(日本教育法学会年報,教育改革と地方分権(日本教育法学会年報),百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ),教育改革と地方分権(日本教育法学会年報 | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育改革と地方分権（日本教育法学会年報２８）』所収ｐ１６５～１６６。,教育改革と地方分権(日本教育法学会年報) | 9 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍(isbn_per_issue)。掲載誌等に「所収ｐ」確認。例:『教育改革と地方分権（日本教育法学会年報２８）』所収ｐ１６５～１６６。
