edge_candidate_tier,edge_status,edge_role,priority,nickname,formal_event_name,formal_name_freq_in_db,hanrei_id,事件番号,date,court,n_articles,via,owner_decision,machine_verdict,conflict,machine_verdict,conflict
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,熊本通運事件,身分関係存在確認等請求事件,1,27613336,昭和５８年（ワ）１００号,昭和60.3.8,熊本地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,牛根漁業協同組合事件,,0,28140868,平成１６年（ネ）２３４号／平成１７年（ネ）７５号,平成17.11.30,福岡高宮崎支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,牛深し尿処理場事件,し尿処理施設工事禁止の仮処分申請事件,1,27422597,昭和４６年（ヨ）１７４号,昭和50.2.27,熊本地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,特別養護老人ホーム懲戒解雇事件,地位確認等請求事件（１１０号）、懲戒処分無効確認等請求事件（６４０号）,1,28081954,平成１４年（ワ）１１０号／平成１４年（ワ）６４０号,平成15.5.14,札幌地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,田子の浦ヘドロ事件,住民訴訟上告事件,1,27000083,昭和５２年（行ツ）１２８号,昭和57.7.13,最高三小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,男鹿市農協事件,出勤停止処分無効確認等請求控訴事件,3,27808406,昭和６０年（ネ）５８号,平成1.1.30,仙台高秋田支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,町議会の懲罰動議提出による名誉毀損控訴事件,損害賠償等請求控訴事件、附帯控訴事件,2,28253104,平成２８年（行コ）２４号／平成２８年（行コ）３０号,平成29.5.11,札幌高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,百十四銀行事件,各不正競争防止法違反被告事件,3,28282768,令和２年（わ）８６号／令和２年（わ）１６１号,令和2.7.21,高松地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,県立高校紛争時の退学処分事件,,0,27751974,昭和４９年（行ケ）１２１号,昭和52.3.8,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,社会福祉法人佐賀春光園事件,負担付遺言取消申立事件,1,28283935,令和１年（ワ）１２７号,令和2.10.30,佐賀地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,社会福祉法人積善会暁学園事件,放送禁止請求事件,1,28100421,平成１２年（ワ）４５６６号／平成１３年（ワ）２４８４号,平成16.11.12,名古屋地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,神奈川建設アスベスト訴訟,首都圏建設アスベスト損害賠償請求神奈川訴訟事件,1,28254901,平成２６年（ワ）１８９８号,平成29.10.24,横浜地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,福岡県教育情報公開訴訟,教育行政情報非公開決定処分取消請求事件,1,27806298,昭和６３年（行ウ）２号,平成2.3.14,福岡地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,福島第一原発事故損害賠償千葉訴訟,損害賠償請求控訴事件（５５５８号）、同附帯控訴事件（２６４０号）,1,28301525,平成２９年（ネ）５５５８号／平成３０年（ネ）２６４０号,令和3.2.19,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,福島第二原発訴訟,福島第二原子力発電所原子炉設置許可処分取消請求控訴事件,1,27806363,昭和５９年（行コ）９号,平成2.3.20,仙台高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,秋保温泉タクシー事件,金員仮払仮処分命令に対する保全異議申立事件,1,28081131,平成１３年（ウ）２５号,平成15.1.31,仙台高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,科学飼料研究所事件,格差是正損害賠償請求事件,1,28291657,平成２９年（ワ）１５１号,令和3.3.22,神戸地姫路支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,税理士会政治献金徴収拒否訴訟,選挙権被選挙権停止処分無効確認等請求事件,2,22001070,昭和５５年（ワ）５５号,昭和61.2.13,熊本地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,穂波事件,未払い賃金等請求事件,8,28240919,平成２６年（ワ）１９２号,平成27.10.22,岐阜地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,積水樹脂事件,,0,28052159,平成１０年（ワ）１５７６号／平成１０年（ワ）７３６２号／平成１１年（ワ）３０３号,平成11.9.22,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,競業避止義務違反事件,競業差止等請求事件,3,28274170,平成２７年（ワ）３８３１号,平成29.5.29,京都地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,第3次嘉手納対米訴訟,対米国・嘉手納基地爆音差止等請求事件,1,28250731,平成２４年（ワ）４２２号／平成２８年（ワ）１９０号,平成29.2.9,那覇地沖縄支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,第三次嘉手納基地爆音訴訟,嘉手納基地爆音差止等請求事件,1,28251128,平成２３年（ワ）２４５号,平成29.2.23,那覇地沖縄支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,給与所得者等再生事件,費用の予納に関する決定に対する即時抗告事件,1,28070514,平成１３年（ラ）１５号,平成13.6.12,福岡高那覇支決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,続いわゆるイタカン訴訟,帳簿閲覧謄写請求控訴事件,1,28230522,平成１０年（ネ）８２７号,平成11.3.29,名古屋高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,航空機リース事件,申告所得税更正処分取消等各請求控訴事件,1,28102494,平成１６年（行コ）４８号,平成17.10.27,名古屋高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,花喰鳥事件,妨害排除仮処分申請事件,5,27755090,昭和６０年（ヨ）１７９号,昭和60.10.29,横浜地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,若柳流事件,名称使用禁止請求事件,3,27804164,昭和６０年（ワ）２０７号,平成1.4.12,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,茶道裏千家茶茶くらぶ事件,,0,28210866,平成２０年（ワ）１３８６１号,平成22.6.18,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,藤井寺球場事件,建築続行禁止仮処分申請事件,3,27424837,昭和４８年（ヨ）２４５４号／昭和４８年（ヨ）２８０３号,昭和48.10.13,大阪地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,藤川運輸倉庫事件,賞与金請求事件,1,28070161,平成１１年（ワ）１５６５１号,平成12.4.18,東京地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,藤木訴訟,生活保護申請却下処分取消請求、生活保護裁決取消請求併合事件,1,27603738,昭和４８年（行ウ）１７４号／昭和４８年（行ウ）１７５号,昭和54.4.11,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,藤沢医科工業事件,一時金支払請求事件,6,28042929,平成８年（ワ）２０３号,平成11.2.16,横浜地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,衆議院議員定数訴訟,選挙無効訴訟事件,3,27604161,昭和５９年（行ケ）１号,昭和59.9.28,広島高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,行政作用たる客観訴訟,検証物提示命令申立却下決定に対する即時抗告事件,1,28163488,平成２２年（行コ）４号,平成22.12.6,札幌高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,西神テトラパック事件,所得税更正処分等取消請求事件（１４号）、損害賠償請求事件（２６０号）,1,28033469,平成６年（ワ）２５９５号／平成８年（ワ）１１１号,平成10.6.5,神戸地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,西部商事事件,保険金請求支払事件,1,28224293,平成４年（ワ）３６５号,平成6.4.19,福岡地小倉支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,訴訟上の救助の決定がされた民事訴訟,執行費用支払決定に対する抗告事件,1,28171557,平成２２年（ラ）１８０１号,平成22.10.8,東京高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,詐害判決であることを民事訴訟,再審請求棄却決定に対する抗告事件,4,28182086,平成２４年（ラ）９０４号,平成24.8.23,東京高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,認知訴訟,違約損害賠償請求控訴事件,1,27828843,平成５年（ネ）１３９号,平成7.6.29,広島高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,豊富町事件,退職承認処分差止請求事件,1,28213167,平成２４年（行ウ）２号,平成25.9.17,旭川地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,豊橋労基署長事件,金融商品取引法違反行為禁止等命令申立事件,3,28161839,平成２０年（行コ）２２号,平成22.4.16,名古屋高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,貸金業者が作成する商業帳簿は民事訴訟,銀行預金口座預金者確認請求控訴事件（７６０号）、独立当事者参加申立事件（３３７号）,1,28090740,平成１５年（ラ）１７１号,平成15.6.6,名古屋高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,足利銀行事件,,0,28292213,平成１７年（ワ）５０号,平成22.3.18,宇都宮地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,遣産分割事件,,0,27730325,昭和５７年（ラ）５号,昭和57.3.31,仙台高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,遺族年金等の不支給事件,遺族補償年金不支給処分取消請求事件,5,28070118,平成７年（行ウ）１１号,平成13.6.18,名古屋地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,遺産分割事件,遺産分割申立審判に対する即時抗告申立事件,1,27802575,昭和６３年（ラ）７号,昭和63.5.17,高松高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,都公社賃貸住宅家賃値上訴訟,家賃値上等、家賃額確認等、建物賃料改定等請求事件,1,27800571,昭和５４年（ワ）１００３５号／昭和５４年（ワ）１０１０５号／昭和５４年（ワ）１０１０６号／昭和５４年（ワ）１０１０７号／昭和５７年（ワ）５７５２号／昭和５７年（ワ）５７５５号／昭和５７年（ワ）５７５６号／昭和５７年（ワ）６７４８号,昭和61.9.3,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,都島自動車商会事件,,0,27613467,昭和６１年（ヨ）２１３８号,昭和62.2.13,大阪地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,都立衛生研究所事件,特許権損害賠償請求事件,7,27810992,昭和６０年（ワ）１４６０２号,平成2.10.12,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,鈴木林業事件,,0,27806999,昭和６０年（行ウ）４号,昭和62.11.30,秋田地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,長崎原爆訴訟,原爆被爆者医療給付認定申請却下処分取消請求事件,1,28051613,平成１０年（行ツ）４３号,平成12.7.18,最高三小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,長崎市事件,依願免職処分取消等請求事件,1,28291285,平成３０年（行ウ）８号,令和3.3.9,長崎地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,長崎日鉄鉱業じん肺訴訟,損害賠償請求事件（７３号）、民事訴訟法２６０条２項による仮執行の原状回復及び損害賠償請求事件（５４６号）,1,28080421,平成１１年（ネ）７３号／平成１１年（ネ）５４６号,平成12.7.28,福岡高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,関西地区生コン支部刑事事件,各威力業務妨害、強要未遂被告事件,1,28311181,令和４年（う）４６９号,令和5.3.6,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,関西外国語大学事件,調整手当金請求事件,1,28070954,平成１３年（ワ）３５１０号,平成14.4.17,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,関西電力変電所予定地収用事件,土地収用補償金請求事件,7,28071577,平成１０年（行ツ）１５８号,平成14.6.11,最高三小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,阪和銀行事件,,0,28082681,平成１１年（ワ）１３７号,平成15.9.9,和歌山地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,雄別炭砿事件,農地買収処分無効確認請求事件の判決に対する再審,1,28205224,昭和３３年（ヤ）２２号,昭和34.6.4,最高一小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,青色申告の更正処分の取消訴訟,,0,27809934,昭和５４年（モ）５９６号,昭和63.9.30,静岡地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,鞆鉄道事件,未払賃金等・未払賃金支払等請求控訴事件（１３５号）、同附帯控訴事件（７４号）,1,28092896,平成１４年（ネ）１３５号／平成１６年（ネ）７４号,平成16.4.15,広島高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,顧問らに求償すべきと住民訴訟,求償権行使懈怠違法確認等請求控訴事件（６号）、同附帯控訴事件（２４号）,1,28253969,平成２９年（行コ）６号／平成２９年（行コ）２４号,平成29.10.2,福岡高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,館長雇止め事件,定額補修分担金条項使用差止請求控訴事件,1,28162440,平成１９年（ネ）２８５３号,平成22.3.30,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,香港上海銀行事件,損害賠償本訴、反訴請求控訴事件,2,27613329,昭和５８年（ネ）６３９号／昭和５９年（ネ）１７２０号,昭和60.2.6,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,高知県事件,公共職業訓練不合格処分取消等、損害賠償請求控訴、同附帯控訴事件,1,28281522,平成３０年（行コ）１１号／平成３０年（行コ）１６号,令和2.3.11,高松高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,鳴和タクシー事件,損害賠償本訴、同反訴各請求控訴事件,2,27800143,昭和５９年（ネ）１７号,昭和61.1.24,名古屋高金沢支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,黒酢事件,商標使用禁止等仮処分申請事件,1,27801631,昭和５９年（ヨ）２７０号,昭和61.10.14,鹿児島地判,1,unique,,machine_candidate,,machine_candidate,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),16,大東水害訴訟,損害賠償請求上告事件,352,27000025,昭和５３年（オ）４９２号／昭和５３年（オ）４９３号／昭和５３年（オ）４９４号,昭和59.1.26,最高一小判,16,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),15,社会福祉法人滋賀県社会福祉協議会事件,損害賠償等請求事件,3840,28321288,令和５年（受）６０４号,令和6.4.26,最高二小判,15,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),12,蛇の目ミシン株主代表訴訟,損害賠償請求事件,36439,28110895,平成１５年（受）１１５４号,平成18.4.10,最高二小判,12,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),12,マツダ防府工場事件,地位確認等請求事件,1500,28210907,平成２１年（ワ）１９７号,平成25.3.13,山口地判,12,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),12,九州惣菜事件,地位確認等請求控訴事件,293,28260176,平成２８年（ネ）９１１号,平成29.9.7,福岡高判,12,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),11,北朝鮮事件,著作権侵害差止等請求事件,198,28175901,平成２１年（受）６０２号／平成２１年（受）６０３号,平成23.12.8,最高一小判,11,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),11,ハンセン病家族訴訟,国家賠償請求事件,585,28280017,平成２８年（ワ）１０９号／平成２８年（ワ）２３１号,令和1.6.28,熊本地判,11,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),11,外務省秘密電文漏洩事件,国家公務員法違反被告事件,35,27670854,昭和５１年（あ）１５８１号,昭和53.5.31,最高一小決,11,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),11,熊本総合運輸事件,未払賃金等請求事件,251,28310649,令和４年（受）１０１９号,令和5.3.10,最高二小判,11,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),10,在宅投票制度廃止違憲訴訟,損害賠償請求事件,36439,27100020,昭和５３年（オ）１２４０号,昭和60.11.21,最高一小判,10,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),10,ダスキン株主代表訴訟,損害賠償請求控訴事件,5262,28111621,平成１７年（ネ）５６８号,平成18.6.9,大阪高判,10,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),10,東京エグゼクティブ・サーチ事件,損害賠償請求事件,36439,27818523,平成３年（オ）１９４３号,平成6.4.22,最高二小判,10,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),10,観音寺市三豊郡医師会事件,審決取消請求事件,6967,28060844,平成１１年（行ケ）３７７号,平成13.2.16,東京高判,10,name,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),10,日立メディコ事件,労働契約存在確認等請求事件,11,27613448,昭和５６年（オ）２２５号,昭和61.12.4,最高一小判,10,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),9,NTT東日本事件,審決取消請求事件,6967,28163513,平成２１年（行ヒ）３４８号,平成22.12.17,最高二小判,9,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),9,民訴法38条後段の要件を満たす共同訴訟,損害賠償等請求事件,3840,28172208,平成２３年（許）４号,平成23.5.18,最高二小決,9,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),9,岩教組同盟罷業事件,地方公務員法違反被告事件,32,28015339,平成５年（あ）６９４号,平成8.11.18,最高二小判,9,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),9,東洋精米機製作所事件,審決取消請求事件,6967,27490519,昭和５６年（行ケ）１９６号,昭和59.2.17,東京高判,9,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),8,テレビ朝日ダイオキシン訴訟,謝罪広告等請求事件,168,28082708,平成１４年（受）８４６号,平成15.10.16,最高一小判,8,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),8,福祉事業者A苑事件,地位確認等請求事件,1500,28254254,平成２７年（ワ）１７５４号,平成29.3.30,京都地判,8,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),8,食べログ事件,損害賠償請求控訴事件,5262,28321067,令和４年（ネ）３４２２号,令和6.1.19,東京高判,8,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),8,三陽物産事件,賃金請求事件,299,27821031,平成３年（ワ）５５１１号／平成４年（ワ）１４５０９号,平成6.6.16,東京地判,8,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,岩手靖国訴訟,損害賠償代位請求事件,34,27803948,昭和５６年（行ウ）２号／昭和５７年（行ウ）４号,昭和62.3.5,盛岡地判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,ニプロ事件,損害賠償請求事件,36439,28221704,平成１９年（ワ）１０号,平成24.12.21,東京高判,7,name,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,小田急線高架化訴訟,損害賠償請求事件,36439,28072978,平成１２年（ワ）７８５１号,平成13.10.3,東京地判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,鶴岡灯油訴訟,損害賠償請求控訴事件,5262,27486824,昭和５６年（ネ）６５号,昭和60.3.26,仙台高秋田支判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,住友生命保険相互会社事件,賃金等請求事件,323,28311053,令和１年（ワ）３００８号,令和5.1.26,京都地判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,社会福祉法人A事件,未払賃金等請求事件,251,28313273,令和３年（ワ）１６９６号,令和5.6.9,千葉地判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,福岡魚市場事件,損害賠償請求控訴事件,5262,28181041,平成２３年（ネ）２５５号,平成24.4.13,福岡高判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,フジ住宅事件,損害賠償請求控訴事件,5262,28293675,令和２年（ネ）１８６６号,令和3.11.18,大阪高判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),7,岩手銀行事件,賃金請求事件,299,27613342,昭和５７年（ワ）１０３号,昭和60.3.28,盛岡地判,7,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,結婚の自由をすべての人に北海道訴訟事件,損害賠償請求事件,36439,28290860,平成３１年（ワ）２６７号,令和3.3.17,札幌地判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,日本商事株式インサイダー取引事件,証券取引法違反被告事件,48,28045175,平成９年（あ）１２３２号／平成９年（あ）１２４５号,平成11.2.16,最高三小判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,厚木自動車部品・全日産自動車労組事件,地位確認等請求事件,1500,27805122,昭和５５年（ワ）１２４号,昭和62.9.29,横浜地判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,機械保険連盟料率カルテル事件,審決取消請求事件,6967,28101751,平成１４年（行ヒ）７２号,平成17.9.13,最高三小判,6,name,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,済生会中央病院事件,不当労働行為再審査申立棄却命令取消請求事件,12,27100016,昭和５６年（行ツ）２０５号／昭和５６年（行ツ）２０６号,昭和60.7.19,最高三小判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,新宿郵便局事件,不当労働行為救済命令取消請求上告事件,29,27613230,昭和５５年（行ツ）１０１号,昭和58.12.20,最高三小判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,博報堂事件,選挙無効請求事件,132,28281050,平成３０年（ワ）１９０４号,令和2.3.17,福岡地判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,学校法人奈良学園事件,地位確認等請求事件,1500,28290118,平成２９年（ワ）２２０号,令和2.7.21,奈良地判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,学校法人明徳学園事件,地位確認等請求事件,1500,28332112,令和４年（ワ）１６５２号,令和7.2.13,京都地判,6,unique,,needs_review,,needs_review,
T3,needs_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),6,上尾市福祉会館事件,国家賠償請求事件,585,28010411,平成５年（オ）１２８５号,平成8.3.15,最高二小判,6,unique,,needs_review,,needs_review,
