case_name_normalized,court,date,n_hanrei_judgments,n_variants,n_assigned,assignments,candidate_dockets
品川白煉瓦事件,最高一小判,昭和32.11.14,6,3,0,,昭和２７年（オ）９６号:債権仮差押上告事件 | 昭和３０年（オ）９６１号:家屋明渡請求 | 昭和３０年（オ）９６２号:所有権移転登記抹消請求 | 昭和３１年（オ）８９３号:売掛代金請求 | 昭和３１年（オ）９２６号:立木所有権確認等請求 | 昭和３２年（オ）７４２号:土地所有権移転登記手続請求
唯一の証拠方法と民事訴訟,最高二小判,昭和30.9.9,7,3,0,,昭和２７年（オ）６５３号:建物収去土地明渡請求上告事件 | 昭和２８年（オ）１３１５号:手附金返還請求上告事件 | 昭和２８年（オ）４０７号:約束手形金請求上告事件 | 昭和２９年（テ）１３号:借地料再審請求事件の判決に対 | 昭和２９年（テ）１４号:借地料再審請求 | 昭和３０年（オ）１７４号:事業税異議申立に対する決定取
大成会福岡記念病院事件,,昭和58.2.24,21,3,0,,昭和５０年（ワ）２７４９号／昭和５０年（ワ）２７５０号／昭和５０年（ワ）６１８３号／昭和５３年（ワ）１６７７号:地位確認請求事件 | 昭和５２年（ワ）１９４号:損害賠償請求事件 | 昭和５２年（ワ）８２２３号:損害賠償請求事件 | 昭和５３年（行ウ）３号:所得税更正処分等取消請求事件 | 昭和５３年（行ケ）２０２号:建物収去土地明渡請求控訴事件 | 昭和５４年（ネ）３０７６号:損害賠償請求控訴事件
定期検診における結核看過事件,最高一小判,昭和57.4.1,2,3,0,,昭和５１年（オ）１２４９号:損害賠償請求上告事件 | 昭和５６年（オ）７８３号:約束手形金請求事件
専売公社山形工場戒告無効確認事件,最高一小判,昭和56.4.9,3,3,0,,昭和５３年（オ）１３３９号:リース料及び損害賠償請求事件 | 昭和５３年（オ）４１４号:雇用関係存在確認請求事件 | 昭和５３年（オ）８２８号:懲戒処分無効確認請求上告事件
淡路五色カントリー倶楽部名称続用事件,最高二小判,平成16.2.20,6,3,0,,平成１４年（受）３９９号:預託金返還請求事件 | 平成１４年（受）９１２号:不当利得金返還請求事件 | 平成１５年（オ）１９３６号／平成１５年（受）２０５３号:類似商品販売差止等請求事件 | 平成１５年（オ）３８６号／平成１５年（受）３９０号:不当利得返還請求事件 | 平成１５年（受）２８３号:北海道旧土人共有財産等返還手 | 平成１５年（許）４８号:文書提出命令申立て却下決定に
白山比〓神社御鎮座二千百年式年大祭奉賛会事件,最高一小判,平成22.7.22,6,3,0,,平成２０年（オ）１３１０号／平成２０年（受）１５８９号:リース料返還等請求事件 | 平成２０年（オ）１３１１号:保険金請求事件 | 平成２０年（受）１５９０号:損害賠償等請求本訴、同反訴事 | 平成２０年（行ツ）２０２号:白山比咩神社御鎮座二千百年式 | 平成２２年（オ）１０３４号／平成２２年（受）１２６９号:建物明渡請求事件 | 平成２２年（行ツ）５３号／平成２２年（行ヒ）５４号:裁決取消請求事件
複数不動産に関する同一の競売事件,最高一小判,平成11.4.22,7,3,0,,平成１０年（行ツ）６１号:労働契約に基づく地位確認等請 | 平成１０年（行ツ）８１号:免許拒否処分取消請求控訴事件 | 平成７年（オ）１６０号:損害賠償請求本訴、同反訴、損 | 平成８年（オ）２４２０号:損害賠償請求事件 | 平成８年（オ）９９９号:配当異議事件 | 平成９年（オ）１１０４号:共有物分割、準共有物分割請求
遅くとも同種の集団訴訟,最高二小判,平成23.4.22,5,3,0,,平成２０年（受）１９４０号:損害賠償請求事件 | 平成２１年（受）１３１号:損害賠償請求事件 | 平成２１年（受）１８３０号:不当利得返還請求事件 | 平成２１年（受）５１６号:保険金請求事件 | 平成２２年（受）１０７９号:預金返還請求事件
配当表に債権者として記載されていない者と配当異議訴訟,最高一小判,平成6.7.14,9,3,0,,平成２年（オ）１１２８号:配当異議本訴、損害賠償請求反 | 平成２年（オ）３９１号:取締役会決議無効確認、新株発 | 平成３年（オ）１７６２号:配当異議事件 | 平成４年（オ）９９６号:地位確認等請求事件 | 平成５年（行ツ）１６４号:業務外認定処分取消請求事件 | 平成６年（オ）２６０号:意匠権侵害差止等請求事件
ときめきメモリアル事件,最高三小判,平成13.2.13,4,2,0,,平成１１年（受）９５５号:損害賠償等請求事件 | 平成１２年（受）１４６３号: | 平成１２年（行ツ）３０２号:規約変更認可処分取消等請求事 | 平成９年（オ）６３６号:不当利得返還請求事件
サブリース訴訟,最高三小判,平成15.10.21,2,2,0,,平成１２年（受）１２３号:建物賃料改定請求事件 | 平成１２年（受）５７３号／平成１２年（受）５７４号:敷金請求本訴、賃料相当額確認
反射効と共同訴訟,最高一小判,昭和51.10.21,2,2,0,,昭和４９年（オ）７６３号:昭和二三年大阪市条例第七七号 | 昭和４９年（オ）９３７号:請求異議上告事件
地方税の賦課徴収権と住民訴訟,最高三小判,昭和38.3.12,3,2,0,,昭和３４年（オ）４４号:所有権取得登記抹消請求上告事 | 昭和３５年（オ）７８１号:土地所有権確認請求 | 昭和３５年（オ）９９２号:県有財産不当処分禁止請求上告
日本郵便事件,最高二小判,平成30.9.14,2,2,0,,平成２９年（受）３４７号:地位確認等請求事件 | 平成３０年（オ）８６１号／平成３０年（受）１０６０号:損害賠償請求事件
明治商事事件,最高二小判,昭和50.7.11,3,2,0,,昭和４６年（行ツ）８３号:審決取消請求上告事件 | 昭和４９年（オ）１０５２号:建物収去土地明渡等請求 | 昭和５０年（ク）３６号:建物の構造に関する借地条件変
足立税務署事件,最高二小判,昭和59.1.27,2,2,0,,昭和５６年（オ）５８３号:第三者異議事件 | 昭和５７年（行ツ）８２号:懲戒戒告処分取消請求上告事件
遺産につき相続人による共有物分割訴訟,最高三小判,昭和62.9.4,2,2,0,,昭和５９年（オ）５６９号:共有物分割請求事件 | 昭和６２年（行ツ）２１号:貸金請求控訴事件
那覇市・孔子廟訴訟,,令和3.2.24,63,2,0,,令和１年（ワ）１３７７９号／令和２年（ワ）１６０８９号:損害賠償請求事件（１３７７９ | 令和１年（ワ）２１８３７号:立替金等請求（信販）事件 | 令和１年（ワ）２７２２８号:請負代金返還請求事件 | 令和１年（ワ）３０８３７号:損害賠償請求事件（名誉毀損） | 令和１年（ワ）５７３号:損害賠償等請求事件 | 令和１年（ワ）６４０号:賃金等請求事件
鈴鹿さくら病院事件,,平成26.2.28,69,2,0,,平成２１年（ワ）１４３号:損害賠償請求事件 | 平成２２年（ワ）１２４９号:初度費請求事件 | 平成２２年（ワ）３０２９６号:損害賠償等請求事件 | 平成２２年（ワ）４４３３４号／平成２４年（ワ）５６３９号:損害賠償等請求事件（４４３３ | 平成２３年（ワ）１００９号:損害賠償請求事件 | 平成２３年（ワ）１６０４２号:損害賠償請求事件
陸上自衛隊朝霞駐とん地事件,最高三小判,昭和61.12.19,2,2,0,,昭和５８年（オ）４０４号:損害賠償請求上告事件 | 昭和５９年（行ツ）６５号:裁決取消請求事件
共有者を原告・被告とする訴訟における固有必要的共同訴訟,最高一小判,昭和31.5.10,4,4,0,,昭和２９年（オ）４号:不動産所有権移転登記抹消登記 | 昭和３０年（オ）４３６号:未墾地買収計画取消請求 | 昭和３０年（オ）７１４号:借地権不存在確認等請求 | 昭和３１年（オ）７７号:訴願裁決取消請求
ケイマン諸島ダブルSPCに関するTH課税事件,最高二小判,令和5.11.6,2,3,0,,令和４年（行ヒ）２２８号／令和４年（行ヒ）２２９号:法人税更正処分等取消請求事件 | 令和５年（し）７３５号:仮拘禁許可状の発付に対する特
ロクラク〓事件・リツイート事件,最高一小判,平成23.1.20,3,3,0,,平成２１年（受）７８８号:著作権侵害差止等請求事件 | 平成２２年（オ）１０１９号／平成２２年（受）１２５１号:損害賠償請求事件 | 平成２２年（オ）１０２０号／平成２２年（受）１２５２号:損害賠償請求事件
原告が長期間にわたり訴訟,最高一小判,昭和63.4.14,2,3,0,,昭和６０年（オ）８７８号:土地所有権確認、登記抹消請求 | 昭和６３年（オ）２３５号:所得税更正処分等取消請求上告
大阪医科薬科大学事件,,令和2.10.13,27,3,0,,令和１年（ワ）１１７１８号:損害賠償請求事件 | 令和１年（ワ）１９０６４号:ガス管設置工事承諾等請求事件 | 令和１年（ワ）２４０８８号:株式譲渡無効確認等請求事件 | 令和１年（ワ）２４２４０号:建物明渡等請求事件 | 令和１年（ワ）２７０３１号:損害賠償請求事件 | 令和１年（ワ）３５１９５号:損害賠償請求事件
永住外国人生活保護訴訟,最高二小判,平成26.7.18,3,3,0,,平成２４年（行ヒ）４５号:生活保護開始決定義務付け等請 | 平成２４年（行ヒ）４５９号:貸金業者登録拒否処分取消等請 | 平成２５年（受）９６５号:損害賠償等請求事件
米軍根岸住宅地区訴訟,,令和3.3.5,25,3,0,,令和１年（ネ）１７５３号／令和２年（ネ）１８９１号:消費者契約法１２条に基づく差 | 令和１年（ワ）１５８０９号:求償金請求事件 | 令和１年（ワ）２３４９９号:遺言無効確認請求事件 | 令和１年（ワ）２４３７７号:貸金請求事件 | 令和１年（ワ）３１３１１号:損害賠償請求事件 | 令和２年（オ）１３１２号／令和２年（受）１６０３号:損害賠償請求事件
1971年沖縄協定批准阻止闘争事件,最高二小判,平成2.9.28,5,2,0,,平成１年（オ）１７３７号:時間外割増賃金請求上告事件 | 昭和６２年（あ）４８６号:損害賠償請求上告事件 | 昭和６２年（オ）１５６６号:相続税更正処分等取消請求上告 | 昭和６２年（オ）８２９号:損害賠償請求、仮執行の原状回 | 昭和６３年（あ）１２９２号:破壊活動防止法違反被告事件
JASRAC排除型私的独占被疑事件,,平成24.6.12,6,2,0,,平成２２年（ワ）１５３号:損害賠償請求事件 | 平成２２年（ワ）８８９４号:損賠賠償請求事件 | 平成２３年（ネ）３４９０号:損害賠償請求控訴事件 | 平成２３年（ワ）１１５５号／平成２３年（ワ）１１５７号:求償金請求事件 | 平成２３年（ワ）９０１６号:保険金請求事件 | 平成２３年（行ツ）３１号／平成２３年（行ヒ）３８号:不当利得返還請求上告事件
ストック・オプション税務訴訟,最高三小判,平成17.1.25,3,2,0,,平成１６年（オ）１８１３号／平成１６年（受）１９８８号:損害賠償請求事件 | 平成１６年（行ツ）１３３号／平成１６年（行ヒ）１４６号:損害賠償請求事件 | 平成１６年（行ヒ）１４１号:所得税更正処分等取消請求事件
ノバルティス・アーゲー事件,最高二小判,平成11.10.22,3,2,0,,平成１０年（行ヒ）４３号:審決取消請求事件 | 平成１０年（行ヒ）４４号:預託金返還請求事件 | 平成９年（オ）４３４号／平成９年（オ）４３５号:損害賠償請求事件
モルガン・スタンレー・グループ事件,,令和6.6.27,43,2,0,,令和３年（ワ）１１９３６号:地位確認等請求事件 | 令和３年（ワ）１４２９２号／令和３年（ワ）１９８８６号／令和５年（ワ）１０７６１号:懲戒処分無効確認等請求事件（ | 令和３年（ワ）２９１３号:損害賠償請求事件 | 令和３年（行ウ）８３号／令和３年（行ウ）２４１号:排除措置命令取消請求事件 | 令和４年（ワ）２５７５５号:賃料増額確認請求事件 | 令和４年（ワ）３０１８３号:賃金請求事件
上告審係属中における被告の破産と破産債権確定訴訟,最高二小判,昭和61.4.11,3,2,0,,昭和５５年（オ）４８８号:所有権移転登記等請求事件 | 昭和５７年（オ）２７２号:運送代金請求事件 | 昭和５８年（オ）１２０２号:所有権移転登記等請求事件
井の頭踏切事故事件,最高二小判,昭和46.4.23,4,2,0,,昭和４０年（オ）５３６号:損害賠償請求上告事件 | 昭和４５年（オ）４０８号:建物収去、土地明渡請求事件 | 昭和４５年（オ）４６号:損害賠償請求上告事件 | 昭和４５年（オ）８７９号:損害賠償請求事件
再発見・民事訴訟,最高一小判,昭和36.4.27,5,2,0,,昭和３３年（オ）１０７２号:利息及び遅延損害金請求 | 昭和３３年（オ）１１３２号:譲受債権請求 | 昭和３３年（オ）６１９号:不動産所有権移転登記手続等請 | 昭和３４年（オ）１２８１号:解雇無効確認請求上告事件 | 昭和３４年（オ）８５１号:懲戒免職処分等取消請求上告事
判例に学ぶ民事訴訟,最高三小判,昭和47.2.15,2,2,0,,昭和４３年（オ）６２７号:遺言無効確認請求上告事件 | 昭和４５年（オ）１１５号:損害賠償請求事件
判例に学ぶ民事訴訟,最高二小判,昭和43.5.31,2,2,0,,昭和４２年（オ）１０２３号:所有権移転登記手続請求上告事 | 昭和４３年（オ）２３６号:約束手形金請求
国鉄職員岩国デモ暴行免職事件,最高二小判,昭和56.12.18,4,2,0,,昭和５５年（オ）１号:免職無効確認請求事件 | 昭和５６年（オ）３６０号:延滞賃料請求上告事件 | 昭和５６年（オ）５９５号:建物所有権移転登記等抹消登記 | 昭和５６年（行ツ）１１９号:医業停止処分取消
外国航空機製造会社に対する製造物責任訴訟,,昭和59.3.27,18,2,0,,昭和４９年（ワ）１２６号: | 昭和５３年（ワ）８８１号:保険金請求、同反訴請求控訴事 | 昭和５４年（行ツ）７４号:行政処分取消等請求上告事件 | 昭和５５年（オ）７８３号:共有物分割等請求事件 | 昭和５５年（ワ）８７３４号:損害賠償請求事件 | 昭和５６年（ワ）２１０４号／昭和５７年（ワ）６９０号:損害賠償請求事件
山中浅間神社入会事件,最高一小判,昭和57.7.1,4,2,0,,昭和５１年（オ）４２４号:地上権存在確認、地上権設定登 | 昭和５３年（オ）６０８号:損害賠償請求事件 | 昭和５５年（オ）１０４５号:配当異議事件 | 昭和５７年（オ）３２８号:手付金等請求事件
市立小学校に民間から赴任した校長が在任1年足らずで自死した事件,最高三小判,平成22.4.27,2,2,0,,平成２１年（受）１５２７号:従業員の地位確認等請求上告事 | 平成２１年（受）２５２号／平成２１年（受）２５３号:財産管理を怠る事実の違法確認
平作川・吉井川等水害訴訟,最高二小判,平成8.7.12,9,2,0,,平成３年（オ）１５３４号:国家賠償請求事件 | 平成５年（オ）１３号:建物収去土地明渡等請求事件 | 平成５年（オ）１７８８号:根抵当権設定登記抹消登記手続 | 平成５年（オ）７９号:難民不認定処分取消請求事件 | 平成５年（行ツ）１５９号:宗教法人役員地位不存在確認請 | 平成７年（オ）２０８０号:ゴルフ会員権地位確認請求本訴
提訴後に行われた総会決議の主張と訴訟,最高三小判,平成17.2.15,2,2,0,,平成１５年（オ）１５６９号／平成１５年（受）１６７１号:損害賠償請求控訴事件 | 平成１５年（受）９９５号:損害賠償請求事件
敬愛学園事件,最高一小判,平成6.9.8,4,2,0,,平成３年（オ）１８１７号:所有権移転仮登記抹消登記手続 | 平成５年（オ）７３４号:雇用関係存在確認請求上告事件 | 平成６年（オ）１０２５号:株式返還請求事件 | 平成６年（オ）８９８号:実用新案権侵害差止等請求上告
新日鐵在籍出向訴訟,最高二小判,平成15.4.18,2,2,0,,平成１１年（受）１５１９号:約定金、寄託金返還請求事件 | 平成１１年（受）８０５号:出向命令無効確認請求上告事件
甲の乙に対する売買契約に基づく所有権移転登記手続を求める訴訟,最高三小判,平成6.9.27,3,2,0,,平成３年（オ）１１７０号:土地所有権移転登記手続等請求 | 平成５年（オ）１９８７号:建物収去土地明渡請求事件 | 平成６年（オ）１１７０号:新株発行無効請求控訴事件
病院開設中止勧告事件,最高二小判,平成17.7.15,2,2,0,,平成１４年（行ヒ）２０７号:勧告取消等請求事件 | 平成１６年（受）１６１１号:第三者異議事件
第2次千代田区特例選挙区違憲訴訟,最高二小判,平成11.1.22,4,2,0,,平成１０年（オ）１９５６号:特許権侵害差止請求事件 | 平成１０年（オ）８７７号: | 平成１０年（行ツ）５９号: | 平成７年（行ツ）１００号:徳島市財政調整交付金の不正交
総合花巻病院事件,最高一小判,昭和60.5.23,5,2,0,,昭和５６年（オ）１１７５号:配当異議上告事件 | 昭和５７年（オ）１０１７号:求償金請求上告事件 | 昭和５７年（行ツ）１２６号: | 昭和５７年（行ツ）６３号: | 昭和６０年（あ）１０７号:業務上過失致死
自己には課税負担がないものと誤解して妻と締結した財産分与契約の効力が問われる民事訴訟,最高一小判,平成1.9.14,3,2,0,,昭和５９年（あ）２７０号:公職選挙法違反 | 昭和６３年（オ）３８５号:建物所有権移転登記抹消登記手 | 昭和６３年（オ）７３４号:特許を受ける権利の確認等請求
諫早湾土地改良事業における開門調査確定判決に基づく間接強制事件,最高二小決,平成27.1.22,4,2,0,,平成２６年（許）１７号:間接強制決定に対する執行抗告 | 平成２６年（許）２６号:間接強制決定に対する執行抗告
赤碕町長選挙違反事件,最高二小判,昭和56.6.26,2,2,0,,昭和５５年（あ）１４２号:殺人、詐欺、死体遺棄 | 昭和５５年（あ）３５３号:公職選挙法違反被告事件
非嫡出子相続分規定違憲訴訟,最高一小判,平成16.10.14,4,2,0,,平成１５年（オ）８０２号／平成１５年（受）８５５号: | 平成１６年（オ）７０１号: | 平成１６年（オ）８０３号／平成１６年（受）８２３号:各電磁的公正証書原本不実記録 | 平成１６年（オ）９９２号:不当利得返還請求本訴、同反訴
駐留軍楚辺通信所用地等暫定使用違憲訴訟,最高一小判,平成15.11.27,2,2,0,,平成１３年（オ）４０８号:地位確認等請求事件 | 平成１５年（オ）１２９号／平成１５年（受）１４１号:工作物収去土地明渡等請求上告
鳴和タクシー事件,,昭和61.1.24,9,2,0,,昭和５３年（ワ）１１９０５号:商品製造販売禁止等請求事件 | 昭和５５年（行ツ）４０号:不当労働行為救済命令取消請求 | 昭和５７年（ワ）３４８２号／昭和５８年（ワ）８２０３号:損害賠償請求事件 | 昭和５８年（ワ）８２８号:損害賠償金返還請求事件 | 昭和５８年（ワ）９５１号: | 昭和５９年（ネ）１７号:損害賠償本訴、同反訴各請求控
国鉄南延岡機関区事件,最高三小決,昭和49.7.16,4,7,0,,昭和４５年（あ）２３７３号:威力業務妨害被告事件 | 昭和４８年（あ）２７２１号:公職選挙法違反 | 昭和４８年（オ）３５９号:地上権設定登記手続等請求 | 昭和４８年（オ）８３９号:損害賠償請求上告事件
名古屋中職安笹島出張所事件,最高二小判,昭和27.11.21,3,6,0,,昭和２７年（あ）１１号:暴力行為等処罰に関する法津違 | 昭和２７年（オ）３３４号:船舶名義書換登録抹消登録手続 | 昭和２７年（オ）３６７号:離婚、慰藉料請求
福岡中央労基署長事件,最高二小判,昭和57.5.28,2,4,0,,昭和５６年（オ）７５７号:建物明渡等請求事件 | 昭和５７年（あ）９８号:道路交通法違反、有印私文書偽
専売公社徳島工場事件,最高三小判,昭和45.12.22,2,3,0,,昭和４２年（あ）２３０７号:道路交通法違反、業務上過失傷 | 昭和４３年（オ）２８３号:所有権取得登記等抹消再審請求
JR九州等採用差別事件,,平成1.3.24,18,2,0,,平成１年（ヨ）１１７２号:書籍発売等禁止仮処分申請事件 | 平成１年（行ツ）３号:審決取消請求事件 | 昭和５１年（ワ）８６１３号: | 昭和５３年（ワ）８７３号:所有権確認等請求事件 | 昭和５６年（ワ）７９６号／昭和５６年（ワ）７９７号／昭和５７年（ワ）４３１号:土地共有持分権移転登記手続請 | 昭和５７年（ワ）１６８１号:土地明渡本訴請求、土地所有権
ケイラインロジスティックス事件,,平成24.10.26,13,2,0,,平成２１年（ワ）３号:損害賠償請求事件 | 平成２２年（ワ）１０３０５号／平成２２年（ワ）２２９４８号:地位確認等請求事件 | 平成２２年（ワ）１１９９３号:損害賠償請求事件 | 平成２２年（ワ）３８５２号:損害賠償請求事件 | 平成２２年（ワ）５０７０号／平成２３年（ワ）２８９号:損害賠償請求事件 | 平成２３年（ワ）２３３４号／平成２３年（ワ）４２００号／平成２４年（ワ）２５６３号:損害賠償請求事件（２３３４号
セクハラ事件,,平成26.3.5,27,2,0,,:救済命令取消請求控訴事件 | 平成２４年（ワ）１５５８１号:損害賠償請求事件 | 平成２４年（ワ）２２７４７号:損害賠償請求事件 | 平成２４年（ワ）３０４６０号／平成２５年（ワ）２５８８３号:根抵当権設定仮登記抹消登記請 | 平成２４年（ワ）３１３６２号:損害賠償請求事件 | 平成２４年（ワ）３３１１号:保険金請求事件
ブルドーザー事件,最高三小判,平成7.9.19,5,2,0,,平成４年（オ）１６２０号:倉荷証券引渡等請求事件 | 平成４年（オ）５２４号:不当利得金請求事件 | 平成４年（行ツ）５２号:商標権侵害行為差止、損害賠償 | 平成５年（オ）５４１号:意匠権侵害差止請求事件 | 平成５年（オ）５４２号:特許権譲渡義務確認等請求事件
主観的予備的併合と同時審判申出共同訴訟,最高二小判,昭和43.3.8,4,2,0,,昭和４２年（オ）１０８８号:所有権移転登記手続等請求上告 | 昭和４２年（オ）１２３９号:所有権移転登記請求事件 | 昭和４２年（オ）７６７号:損害賠償請求事件 | 昭和４２年（オ）９０１号:建物明渡請求及び建物所有権移
再発見・民事訴訟,最高三小判,昭和41.11.22,7,2,0,,昭和３８年（オ）５１６号:所有権確認等請求上告事件 | 昭和４０年（あ）２５２６号:詐欺 | 昭和４０年（オ）３１９号:所有権移転登記抹消登記手続請 | 昭和４０年（オ）３６１号:保証債務金請求上告事件 | 昭和４１年（オ）２６３号:建物収去土地明渡請求 | 昭和４１年（オ）２８５号:家屋明渡請求
在日韓国人元日本兵の恩給訴訟,最高一小判,平成14.7.18,5,2,0,,平成１２年（行ツ）１９１号:損害賠償等、恩給請求棄却処分 | 平成１３年（受）１０９３号: | 平成１３年（行ヒ）１０４号:損害賠償請求事件 | 平成１４年（オ）６５７号:配当異議事件 | 平成１４年（受）４２４号:審決取消請求上告事件（１７９
成田インターナショナルホテル事件,,昭和58.12.14,5,2,0,,昭和５７年（ネ）１５３６号: | 昭和５７年（ネ）５６９号:損害賠償請求控訴事件 | 昭和５８年（ネ）２５８号:損害賠償請求控訴事件 | 昭和５８年（ラ）４８８号:株式買取価格決定申請抗告事件 | 昭和５８年（レ）１８４号:損害賠償請求事件
東京高判平成22・10・29・ミュー事件,,平成22.10.29,21,2,0,,:保全異議申立事件 | 平成１８年（行ウ）４７２号等／平成１９年（行ウ）４７２号／平成１９年（行ウ）４９３号／平成１９年（行ウ）４９４号／平成１９年（行ウ）４９５号／平成１９年（行ウ）４９６号／平成１９年（行ウ）４９７号／平成１９年（行ウ）４９８号／平成１９年（行ウ）７１５号／平成１９年（行ウ）７８５号／平成２０年（行ウ）５５号／平成２０年（行ウ）１３２号／平成２０年（行ウ）１３３号／平成２０年（行ウ）４０４号／平成２０年（行ウ）４０５号／平成２０年（行ウ）４０６号／平成２０年（行ウ）４０７号／平成２０年（行ウ）４０８号／平成２０年（行ウ）６８６号／平成２０年（行ウ）７５６号／平成２０年（行ウ）３６７号:難民の認定をしない処分取消等 | 平成１９年（ワ）１６７８号:損害賠償請求事件（２８４８号 | 平成１９年（ワ）３１２５２号:損害賠償等請求事件 | 平成２０年（ワ）１７１９６号:地位確認等請求事件 | 平成２０年（ワ）２７１３４号／平成２０年（ワ）２７４５０号:損害賠償請求事件
西日本旅客鉄道事件,,平成24.10.31,23,2,0,,平成２０年（ワ）２４９７４号／平成２１年（ワ）１５３１２号:不当労働行為救済命令取消請求 | 平成２１年（ワ）４０４７３号:損害賠償請求事件 | 平成２１年（ワ）７２号:損害賠償請求事件 | 平成２２年（ワ）４２６４８号／平成２３年（ワ）１５０９８号:売買契約確認請求事件（４２６ | 平成２３年（ワ）１０２３号:損害賠償請求事件 | 平成２３年（ワ）１５３０４号:損害賠償請求事件
西田工業事件,最高三小決,昭和47.6.6,2,2,0,,昭和４４年（あ）１５７７号:軽犯罪法違反 | 昭和４６年（あ）９８９号:労働基準法違反被告事件
